,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,2,シャア,牡5,57,小坂忠士,1:51.1,,7.4,3,462(+4),[西] 田島良保
1,2,4,8,エイシンダッシュ,牡5,57,安藤勝己,1:51.1,クビ,2.9,2,478(-2),[西] 松永昌博
2,3,5,10,ディアプリンシパル,牡6,57,幸英明,1:51.4,1.3/4,98.9,11,478(+2),[西] 清水出美
3,4,7,14,キャプテンマジン,牡6,57,北村友一,1:51.6,1.1/4,17.0,6,512(0),[西] 中尾秀正
4,5,7,13,テイエムクレナイ,牝6,55,渡辺薫彦,1:51.7,クビ,278.3,15,484(+2),[西] 福島信晴
5,6,4,7,ミダースタッチ,牡6,57,浜中俊,1:52.0,2,25.7,7,544(-4),[西] 松田国英
6,7,2,3,キラウエア,牡4,57,藤岡佑介,1:52.1,1/2,15.5,5,454(-4),[西] 橋口弘次
7,8,3,5,ナリタシルクロード,牡4,57,池添謙一,1:52.2,3/4,40.9,8,508(-2),[西] 崎山博樹
8,9,2,4,ゲバルトステイヤー,牡7,57,国分恭介,1:52.4,1,130.8,12,480(-2),[西] 長浜博之
9,10,3,6,ソリタリーキング,牡4,57,川田将雅,1:52.4,ハナ,2.5,1,454(-4),[西] 石坂正
10,11,8,15,レッドアイ,セ5,57,秋山真一,1:52.5,3/4,41.9,9,458(+2),[西] 安田隆行
11,12,8,16,ネオギャラクシー,セ4,57,中村将之,1:53.0,3,258.6,14,456(-6),[西] 武田博
12,13,6,11,ミステリアスバイオ,牝6,55,川島信二,1:53.2,1.1/4,492.7,16,482(-2),[西] 鶴留明雄
13,14,5,9,ネオファンタジア,牡4,57,ピンナ,1:53.3,1/2,9.6,4,502(0),[西] 大久保龍
14,15,1,1,ソラメンテウナベス,牡6,57,佐藤哲三,1:54.2,5,65.5,10,504(-6),[西] 友道康夫
15,16,6,12,コウジンアルス,牡9,57,熊沢重文,1:55.0,5,255.7,13,482(-2),[東] 松山将樹
