,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ファーストスキップ,牝7,54,林謙佑,1:22.6,,10.1,4.0,504(0),[地] 田中守
1,2,6,7,アポロテネシー,牡7,56,宮川実,1:22.6,アタマ,1.6,1.0,509(-3),[地] 打越勇児
2,3,7,8,ヴィッテルスバッハ,牡6,56,赤岡修次,1:24.1,7,3.1,2.0,469(+7),[地] 田中守
3,4,1,1,マラッカ,牝4,54,岡村卓弥,1:24.3,1,22.4,5.0,450(-2),[地] 宮川浩一
4,5,4,4,ライオネルカズマ,牡8,56,郷間勇太,1:25.4,5,9.2,3.0,549(-5),[地] 別府真司
5,6,7,9,アーヴィンド,セ5,56,多田羅誠,1:26.0,3,24.3,6.0,524(+3),[地] 工藤真司
6,7,8,11,ウインメイキット,牡4,56,倉兼育康,1:26.1,1/2,64.6,7.0,486(-3),[地] 別府真司
7,8,6,6,リヴァージュ,牝5,52,岡遼太郎,1:26.1,アタマ,96.5,8.0,512(+10),[地] 胡本友晴
8,9,8,10,ウィキャン,牝7,54,井上瑛太,1:26.7,3,409.6,10.0,442(+1),[地] 宗石大
9,10,5,5,ゴッドシエル,セ4,56,大澤誠志,1:27.2,2.1/2,381.9,9.0,427(-6),[地] 胡本友晴
10,取,2,2,スワーヴノートン,牡8,53,濱尚美,,,---,,計不,[地] 宮川浩一
