,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,パーソナルラッシュ,牡4,55,安藤勝己,2:36.4,,---,3,487(-3),[西] 山内研二
1,2,4,4,タイムパラドックス,牡7,56,武豊,2:36.8,2,---,1,465(+1),[西] 松田博資
2,3,7,8,ヒシアトラス,牡5,56,横山典弘,2:36.8,アタマ,---,2,539(-1),[東] 中野隆良
3,4,3,3,モエレトレジャー,牡4,55,金子正彦,2:38.2,7,---,4,444(-2),[地] 足立勝久
4,5,6,6,ジェネスアリダー,牡6,56,桑島孝春,2:38.4,1.1/2,---,6,472(+2),[地] 高柳恒男
5,6,7,9,サクラハーン,牡6,56,山田信大,2:38.7,1.1/2,---,7,510(+1),[地] 川島正行
6,7,5,5,ダイタクリムジン,牡6,56,山中尊徳,2:39.6,4,---,11,484(-1),[地] 山浦武
7,8,6,7,ゴシップコラム,セ8,56,内田博幸,2:39.7,クビ,---,5,575(+1),[地] 川島正行
8,9,2,2,サンクスメモリー,牡10,56,金井正幸,2:40.9,6,---,9,457(-1),[地] 法理勝弘
9,10,1,1,タワリングドリーム,セ9,56,丸山侯彦,2:41.0,クビ,---,8,510(-3),[地] 森山英雄
10,11,8,11,ベルフォルテ,牡7,56,新原健伸,2:43.0,10,---,10,409(-12),[地] 山下定文
