,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,ジンギ,牡3,56,田中学,1:29.6,,1.3,1,449(-1),[地] 橋本忠明
1,2,8,12,ロジムーン,牡5,56,廣瀬航,1:30.9,8,17.3,5,469(+11),[地] 栗林徹治
2,3,5,5,サンライズハイアー,牡3,56,鴨宮祥行,1:31.3,2.1/2,11.4,3,482(+7),[地] 柏原誠路
3,4,3,3,アダチヤマ,牡8,56,杉浦健太,1:31.9,3.1/2,52.1,7,495(-3),[地] 保利幸作
4,5,2,2,ディランフィールド,牡5,57,吉村智洋,1:32.0,1/2,11.9,4,508(-1),[地] 大塚信次
5,6,4,4,ラガーユミリン,牝5,54,下原理,1:32.3,1.1/2,4.6,2,473(-9),[地] 尾林幸二
6,7,7,9,デンコウグロリアス,牡5,56,田野豊三,1:32.5,1.1/4,37.6,6,470(-3),[地] 有馬澄男
7,8,1,1,セレブレイトソング,セ7,56,山田雄大,1:32.7,3/4,108.4,8,492(-13),[地] 西村守幸
8,9,6,7,チェリーベアハート,牡8,56,大山真吾,1:32.7,クビ,192.3,9,528(+10),[地] 住吉朝男
9,10,8,11,グローバルビジネス,牡4,56,田村直也,1:33.2,3,305.8,12,501(-4),[地] 西村守幸
10,11,7,10,スリングショット,牡4,56,竹村達也,1:34.3,7,259.1,10,498(+10),[地] 山口益巳
11,12,5,6,マダムアルディ,牝6,53,長谷部駿,1:35.8,9,280.5,11,449(+1),[地] 山口浩幸
