,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,バウチェイサー,牡3,56,笹田知宏,1:44.5,,1.4,1,485(+3),[地] 新子雅司
1,2,1,1,エイシンヌウシペツ,牝3,54,今井貴大,1:47.1,大,44.6,6,438(-3),[地] 笹野博司
2,3,6,6,シャローナ,牝3,54,岡部誠,1:47.2,1/2,30.1,4,430(-4),[地] 田口輝彦
3,4,8,10,エイシンクレモナ,牡3,56,山田祥雄,1:47.4,1.1/2,4.6,3,500(-1),[地] 森澤友貴
4,5,2,2,エクレールブリアン,牡3,56,青柳正義,1:48.1,3,112.8,8,422(+1),[地] 加藤幸保
5,6,7,7,リックイノスケ,牡3,56,大原浩司,1:48.5,2,242.7,9,461(+3),[地] 森山英雄
6,7,3,3,ハーピーヴァルキリ,牝3,54,宮下瞳,1:48.6,1/2,324.4,10,461(-2),[地] 角田輝也
7,8,5,5,カントリードーロ,牝3,54,向山牧,1:49.0,2,40.0,5,435(-4),[地] 田口輝彦
8,9,7,8,パステルモグモグ,牝3,54,深澤杏花,1:49.0,ハナ,80.1,7,409(-4),[地] 田口輝彦
9,10,4,4,ラムリケティ,牝3,54,渡辺竜也,1:49.1,クビ,3.9,2,363(-2),[地] 栗本陽一
