,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,マーブルフラッシュ,牡4,56,鈴木祐,1:43.4,,2.2,1,459(-6),[地] 櫻田康二
1,2,4,4,ビッグバンドジャズ,牡8,56,村上忍,1:43.7,2,5.5,3,516(+6),[地] 佐藤祐司
2,3,3,3,モルフェワイン,牝7,54,山本政聡,1:44.2,3,11.2,4,482(-1),[地] 櫻田浩樹
3,4,7,7,ユイノムテキ,牡4,56,高松亮,1:44.2,アタマ,2.3,2,474(-1),[地] 千葉博次
4,5,1,1,リョウランプリーモ,牡4,56,阿部英俊,1:44.4,3/4,51.4,6,458(+8),[地] 菅原勲
5,6,5,5,ハイパーチャージ,セ8,56,坂口裕一,1:44.4,アタマ,20.2,5,490(+5),[地] 新田守
6,7,6,6,アポロノホウリン,牡5,56,小林凌,1:44.8,2.1/2,190.7,10,479(+6),[地] 小林俊彦
7,8,8,9,ゴースルー,牡8,56,関本淳,1:45.6,5,74.7,7,453(-14),[地] 佐藤敏彦
8,9,8,10,エレクトリイオネ,牝4,54,高橋悠里,1:46.9,8,147.3,9,470(+8),[地] 関本浩司
9,10,7,8,ネオヴェルモット,牝4,54,菅原俊吏,1:49.0,大,125.0,8,436(+1),[地] 伊藤和忍
