,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ナナコロビヤオキ,牡3,56,倉兼育康,1:46.0,,11.3,5,509(+5),[地] 細川忠義
1,2,4,4,シンギングロード,セ3,56,宮川実,1:46.2,1,15.5,6,505(0),[地] 打越勇児
2,3,3,3,ガルボマンボ,牡3,56,林謙佑,1:46.3,1/2,2.8,2,451(+5),[地] 細川忠義
3,4,5,5,アンティキティラ,牝3,54,多田羅誠,1:46.8,2.1/2,2.5,1,498(+1),[地] 別府真司
4,5,6,7,ロイズピーク,牡3,56,永森大智,1:46.8,クビ,6.4,3,485(-4),[地] 宮路洋一
5,6,6,6,フィールマイラヴ,牝3,54,塚本雄大,1:47.1,1.1/2,58.7,8,471(+2),[地] 目迫大輔
6,7,2,2,アムールジョイ,牝3,54,佐原秀泰,1:47.5,2,387.1,11,445(-14),[地] 細川忠義
7,8,7,9,マリンスカイ,牡3,56,上田将司,1:47.6,1/2,30.9,7,487(-1),[地] 国澤輝幸
8,9,7,8,コスモテンペスタ,牝3,54,郷間勇太,1:47.7,クビ,223.9,9,467(+1),[地] 宮路洋一
9,10,8,10,ヴェレノ,牝3,54,畑中信司,1:48.0,1.1/2,6.9,4,437(-7),[地] 宮川真衣
10,11,8,11,サンコーチ,牡3,56,岡遼太郎,1:48.2,1,305.4,10,508(+1),[地] 中西達也
