,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,クリーン,牡9,57,森泰斗,1:41.4,,3.6,3.0,616(+3),[地] 新井清重
1,2,5,7,マニエリスム,牝5,55,御神本訓,1:41.6,3/4,2.3,1.0,487(+8),[地] 川島正行
2,3,7,10,ゴーディー,牡5,58,赤嶺亮,1:41.7,1/2,2.7,2.0,488(+6),[地] 赤嶺本浩
3,4,3,3,ヤサカファイン,牡7,57,和田譲治,1:41.9,1.1/4,14.3,5.0,487(-16),[地] 鷹見浩
4,5,6,9,ヴェガサンボーイ,牡5,53,楢崎功祐,1:42.0,1/2,14.3,4.0,490(-3),[地] 山中尊徳
5,6,7,11,ラインジュエル,牝9,55,有年淳,1:42.7,3.1/2,32.5,6.0,478(+4),[地] 鷹見浩
6,7,4,5,トーセンゴライアス,牡9,57,山本聡紀,1:42.7,アタマ,169.7,12.0,569(-2),[地] 橋本和馬
7,8,6,8,ナッシュ,牡9,53,張田昂,1:42.9,3/4,106.0,10.0,482(-1),[地] 荒井朋弘
8,9,1,1,エーブダッチマン,牡7,57,矢野貴之,1:43.4,2.1/2,43.7,7.0,471(+8),[地] 栗田裕光
9,10,8,12,ドリームストライド,牡8,53,金子正彦,1:44.0,3,47.4,8.0,499(+2),[地] 河津裕昭
10,11,5,6,トーセンピングス,牡7,57,江川伸幸,1:44.5,2.1/2,74.0,9.0,556(-6),[地] 橋本和馬
11,12,2,2,バトルファイター,牡6,53,折笠豊和,1:49.0,大,144.0,11.0,492(+40),[地] 冨田敏男
12,除,8,13,プロディージュ,牡7,55,坂井英光,,,---,,524(+4),[地] 栗田裕光
