,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,ジェネスアリダー,牡5,55.0,桑島孝春,1:53.0,,---,7,471(-10),[地] 高柳恒男
1,2,1,1,クールアイバー,牡6,55.5,石崎駿,1:53.1,3/4,---,4,465(+4),[地] 高柳恒男
2,3,6,9,ペガサスホープ,牡4,53.5,戸崎圭太,1:53.4,1.1/2,---,8,514(-6),[地] 三橋三吉
3,4,7,12,ベルモントソレイユ,牡4,54.0,御神本訓,1:53.4,アタマ,---,6,513(+9),[地] 高橋三郎
4,5,4,6,スピニングアロー,牡6,54.5,張田京,1:53.5,1/2,---,9,503(+5),[地] 三坂盛雄
5,6,5,7,ブルーオオマサ,牡6,54.0,山田信大,1:53.6,クビ,---,10,501(-1),[地] 大山一男
6,7,8,13,キョウエイプライド,牡3,55.0,森下博,1:53.8,1,---,2,497(-10),[地] 阪本一栄
7,8,4,5,シルクビート,牡3,53.5,的場文男,1:53.9,3/4,---,1,464(+6),[地] 矢作和人
8,9,8,14,ウエノマルクン,牡5,54.5,鈴木啓之,1:54.0,クビ,---,3,447(0),[地] 岡部盛雄
9,10,3,3,ダイワボンバー,牡5,54.0,石崎隆之,1:54.2,1,---,12,515(+3),[地] 佐藤寿
10,11,7,11,ヤスミダブリン,牡5,54.0,今野忠成,1:54.8,3,---,5,475(-2),[地] 大山二三
11,12,2,2,ベルボクサー,牡7,55.5,酒井忍,1:55.7,5,---,13,433(-1),[地] 池田孝
12,13,6,10,ケリーライト,牡7,54.0,佐藤祐樹,1:55.8,1/2,---,11,505(-2),[地] 遠藤茂
13,14,5,8,パワーズフォンテン,牡8,54.5,柏木健宏,1:56.4,3,---,14,493(+3),[地] 山田秀太
