,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,ビッグドン,牡5,57,川島信二,1:51.2,,4.4,3,432(+2),[西] 中尾秀正
1,2,5,9,シャルルゲラン,牡5,57,武豊,1:51.8,3.1/2,2.8,1,490(+14),[西] 小野幸治
2,3,7,14,タガノガムシャラ,牡4,54,生野賢一,1:51.9,クビ,15.2,5,494(-8),[西] 橋本寿正
3,4,4,8,ピオーネ,牡5,56,藤岡佑介,1:52.1,1.1/4,4.3,2,526(-6),[西] 作田誠二
4,5,7,13,ウェディングマター,牡4,57,和田竜二,1:52.1,クビ,21.0,7,468(-4),[西] 木原一良
5,6,3,6,アスカヘイロー,牡7,54,高井彰大,1:52.1,アタマ,96.8,14,490(-8),[西] 小原伊佐
6,7,4,7,ストロングドン,牡5,57,小原義之,1:52.4,1.3/4,23.1,8,510(-6),[西] 小原伊佐
7,8,6,12,スーパーチャンス,牡5,57,福永祐一,1:52.5,1/2,8.5,4,490(+2),[西] 大久保龍
8,9,3,5,ブリュメール,牝5,55,武幸四郎,1:52.7,1.1/2,58.1,11,494(0),[西] 佐山優
9,10,2,4,ライオントレジャー,牡7,57,小池隆生,1:52.7,クビ,256.8,16,482(-6),[西] 大根田裕
10,11,8,15,セイウンドリーム,牡6,57,徳吉孝士,1:52.8,1/2,47.1,10,458(-10),[東] 小桧山悟
11,12,6,11,ニホンピロカブス,牡6,57,小牧太,1:53.1,1.3/4,75.9,12,462(-2),[西] 目野哲也
12,13,2,3,メイショウテイトク,牡6,57,竹之下智,1:53.2,1/2,245.4,15,502(+2),[西] 武邦彦
13,14,1,1,ビッグアーチ,牡5,54,佐久間寛,1:53.2,ハナ,32.7,9,456(+2),[西] 南井克巳
14,15,1,2,グランドホイッスル,牝4,55,安田康彦,1:53.9,4,17.1,6,444(-8),[東] 高松邦男
15,16,8,16,マイネルエリジオン,牡4,57,須貝尚介,1:56.0,大,80.0,13,472(+4),[西] 須貝彦三
