,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ヴァーゲンザイル,牡4,56,三浦皇成,2:13.6,,3.2,2,466(0),[東] 田村康仁
1,2,5,6,コスモエンペラー,牡5,57,津村明秀,2:13.6,クビ,7.1,4,514(-8),[東] 粕谷昌央
2,3,6,8,イグゼキュティヴ,牡6,57,柴田大知,2:13.6,ハナ,9.8,5,524(+6),[東] 斎藤誠
3,4,3,3,アースステップ,牡5,57,北村宏司,2:13.8,1.1/4,6.2,3,544(+16),[東] 勢司和浩
4,5,7,9,ファーストグロース,牡5,57,吉田豊,2:14.0,1.1/2,20.6,7,486(+4),[東] 大久保洋
5,6,2,2,マイネルメダリスト,牡4,56,蛯名正義,2:14.1,クビ,2.7,1,488(0),[東] 田中清隆
6,7,1,1,ディアブラスト,牡5,57,田中勝春,2:14.2,3/4,49.3,8,488(-2),[東] 宗像義忠
7,8,6,7,フランドルシチー,牡7,57,大庭和弥,2:14.2,ハナ,209.3,11,538(-2),[東] 奥平雅士
8,9,7,10,ロイヤルダリア,牡6,57,後藤浩輝,2:14.3,1/2,50.0,9,530(-2),[東] 二ノ宮敬
9,10,4,4,バイタルスタイル,牝5,55,田辺裕信,2:15.0,4,18.4,6,464(-4),[東] 池上昌弘
10,11,5,5,キンショーオトヒメ,牝7,55,武士沢友,2:15.5,3,288.9,12,448(-2),[西] 中村均
11,12,8,12,スプリングバレル,牡7,57,田中博康,2:16.5,6,98.3,10,494(+6),[東] 田中剛
