,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,アンティシペイト,牡3,56,三浦皇成,2:24.1,,6.5,4,492(+2),[東] 国枝栄
1,2,8,9,ゼノヴァース,牡3,56,ルメール,2:24.6,3,3.6,2,454(+4),[東] 藤沢和雄
2,3,1,1,ウインキートス,牝3,54,レーン,2:24.6,ハナ,2.8,1,456(+8),[東] 宗像義忠
3,4,6,6,ウシュバテソーロ,牡3,56,江田照男,2:24.8,1.1/4,5.2,3,508(0),[東] 高木登
4,5,2,2,ルトロヴァイユ,牝3,54,吉田豊,2:24.9,1/2,15.1,6,464(+2),[東] 竹内正洋
5,6,5,5,エターナルボンド,牡3,56,田辺裕信,2:25.0,1/2,7.2,5,500(-6),[東] 伊藤圭三
6,7,4,4,ケイティミラクル,牡3,56,柴田善臣,2:25.2,1.1/2,49.5,9,496(0),[東] 小野次郎
7,8,8,8,マイネルラクスマン,牡3,56,柴田大知,2:27.5,大,32.0,7,502(-2),[東] 金成貴史
8,9,7,7,リッターシュラーク,牡3,56,横山典弘,2:28.5,6,44.1,8,490(+6),[東] 中川公成
