,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,12,ランリョウオー,牡4,56,本橋孝太,2:35.3,,3.1,1,465(+7),[地] 小久保智
1,2,4,7,セイカメテオポリス,牡4,56,本田正重,2:35.4,3/4,7.1,4,531(-2),[地] 渡辺和雄
2,3,3,4,フレッチャビアンカ,牡5,56,今野忠成,2:35.7,1.3/4,5.3,3,469(+3),[地] 川島正一
3,4,7,13,ウラノメトリア,セ6,56,矢野貴之,2:36.0,1.3/4,7.4,5,500(-5),[地] 渡辺和雄
4,5,8,15,マンガン,牡5,56,笹川翼,2:36.0,ハナ,5.2,2,461(+3),[地] 田島寿一
5,6,2,2,ブラヴール,牡5,56,石崎駿,2:36.7,3.1/2,13.9,6,505(+1),[地] 佐藤裕太
6,7,5,8,ドスハーツ,牡5,56,町田直希,2:37.2,2.1/2,38.7,10,483(-14),[地] 福田真広
7,8,2,3,サトノプライム,牡8,56,張田昂,2:37.5,1.1/2,18.3,7,507(+1),[地] 川島正一
8,9,6,11,パストーソ,牡4,56,和田譲治,2:38.0,2.1/2,46.7,11,496(+3),[地] 月岡健二
9,10,6,10,シュプレノン,セ7,56,小杉亮,2:38.1,クビ,86.7,12,490(+4),[地] 山中尊徳
10,11,1,1,トーセンブル,牡7,56,西啓太,2:38.3,1,104.0,13,457(+7),[地] 山中尊徳
11,12,3,5,エメリミット,牡5,56,山口達弥,2:38.4,3/4,22.6,8,484(+2),[地] 林正人
12,13,8,14,ロードマイウェイ,牡6,56,岡村健司,2:39.0,3,116.6,14,482(+2),[地] 岡林光浩
13,14,5,9,ストライクイーグル,牡9,56,真島大輔,2:39.5,2.1/2,34.5,9,505(+3),[地] 藤田輝信
14,15,4,6,ホーリーブレイズ,牡8,56,安藤洋一,2:40.3,4,203.2,15,477(+8),[地] 福永敏
