,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ラヴェリータ,牝5,58,武豊,1:39.0,,2.1,2,519(+2),[西] 松元茂樹
1,2,8,10,トーホウドルチェ,牝6,56,幸英明,1:40.3,6,7.0,3,462(+10),[西] 田島良保
2,3,7,8,アイアムアクトレス,牝3,53,秋山真一,1:40.6,1.1/2,1.7,1,483(+5),[西] 長浜博之
3,4,6,6,トウホクビジン,牝5,55,本橋孝太,1:41.1,2.1/2,144.0,5,434(-8),[地] 山中輝久
4,5,7,7,ツクシヒメ,牝5,55,山田信大,1:41.2,3/4,149.5,6,507(+1),[地] 山浦武
5,6,5,5,リアライズノユメ,牝3,52,福永祐一,1:41.6,2,13.6,4,452(-2),[西] 森秀行
6,7,3,3,ジョーイロンデル,牝6,55,張田京,1:42.2,3,258.2,8,487(-6),[地] 小久保智
7,8,4,4,コロニアルペガサス,牝4,55,吉井友彦,1:42.4,1,391.1,10,470(-5),[地] 山中輝久
8,9,2,2,テイエムヨカドー,牝7,55,森泰斗,1:42.7,1.1/2,176.2,7,471(-2),[地] 渋谷信博
9,10,1,1,スズリスペクト,牝4,55,江川伸幸,1:42.8,クビ,264.8,9,443(-7),[地] 渋谷信隆
