,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,8,クインザヒーロー,牡3,56,中野省吾,1:57.9,,80.6,14,433(+5),[地] 田中康弘
1,2,5,9,マホウジン,牡3,56,楢崎功祐,1:58.0,クビ,13.4,5,478(+1),[地] 納谷和玖
2,3,4,6,ヒコーキグモ,牡3,56,内田利雄,1:58.6,3,4.7,2,478(-4),[地] 三坂盛雄
3,4,8,14,エイシンリオ,牝3,55,矢野貴之,1:59.2,3,5.9,3,459(-4),[地] 藤田輝信
4,5,7,13,ブレイブブロッサム,牡3,56,石川駿介,1:59.4,3/4,47.4,12,475(-6),[地] 中村護
5,6,2,2,ミスターダヴィンチ,牡3,56,石崎駿,1:59.8,2,19.7,8,505(-4),[地] 鈴木義久
6,7,3,4,トッケンドーナ,牡3,56,笹川翼,1:59.9,1/2,13.5,6,459(-2),[地] 鈴木啓之
7,8,7,12,サンドプラチナ,牡3,56,増田充宏,2:00.4,2.1/2,42.6,10,505(+4),[地] 朝倉実
8,9,2,3,ジャスティス,牡3,56,山崎誠士,2:00.5,1/2,9.5,4,459(+2),[地] 辻野豊
9,10,3,5,ミヤサンエール,牡3,56,真島大輔,2:01.0,2.1/2,2.5,1,510(-13),[地] 米田英世
10,11,6,11,ゴールデンアイ,牝3,54,左海誠二,2:01.2,3/4,46.7,11,440(-3),[地] 的場直之
11,12,4,7,ロージズレイ,牝3,54,和田譲治,2:01.4,3/4,18.0,7,475(+1),[地] 宗形竹見
12,13,6,10,タイセイソレイユ,牡3,56,Ｆ．ボッ,2:01.4,ハナ,42.3,9,445(-4),[地] 鷹見浩
13,14,8,15,メイクマイチョイス,牝3,54,柏木健宏,2:01.5,1/2,78.0,13,478(+3),[地] 蛯名雄太
14,15,1,1,ギガビーム,牡3,56,坂井英光,2:04.5,大,90.0,15,479(0),[地] 納谷和玖
