,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,8,ヒロイックサーガ,セ4,56,矢野貴之,1:43.0,,3.2,1,496(0),[地] 上杉昌宏
1,2,1,2,ウッドランズ,牡3,56,西啓太,1:43.0,クビ,8.7,3,451(0),[地] 田中正人
2,3,3,5,プラチナバディ,牡6,56,本田正重,1:43.4,2,27.3,11,486(+5),[地] 辻野豊
3,4,7,14,ガーデンズキュー,牝5,54,笹川翼,1:43.4,ハナ,3.9,2,499(-7),[地] 荒山勝徳
4,5,6,11,リバーサイドパーク,牝4,54,森泰斗,1:43.4,アタマ,11.9,6,461(+2),[地] 堀千亜樹
5,6,3,6,エイコースナイパー,牡6,56,楢崎功祐,1:43.6,1,21.8,8,489(+1),[地] 阪本一栄
6,7,2,3,シゲルジダイマツリ,牡5,56,西村栄喜,1:43.7,1/2,164.2,16,511(+5),[地] 堀江仁
7,8,5,9,ノーフォロワー,牡4,56,Ｒ．クア,1:43.8,3/4,9.7,5,471(-3),[地] 森下淳平
8,9,5,10,エリュシオン,牡4,56,繁田健一,1:44.0,3/4,17.5,7,474(+2),[地] 月岡健二
9,10,4,7,ナックトゥーレ,牡3,56,上田健人,1:44.0,アタマ,9.3,4,448(+6),[地] 香取和孝
10,11,7,13,サプールコンゴ,牡4,56,今野忠成,1:44.4,2,22.6,9,459(+3),[地] 渡部則夫
11,12,2,4,コスモカット,牡4,56,坂井英光,1:44.4,クビ,58.3,12,483(-6),[地] 宗形竹見
12,13,8,15,マイネルグルマン,牡5,56,中野省吾,1:44.7,1.3/4,75.9,13,524(-1),[地] 久保田信
13,14,8,16,ユメノヒト,牝5,54,服部茂史,1:44.9,3/4,111.3,14,447(+3),[地] 橋本和馬
14,15,1,1,ミラノボヴィッチ,牝9,54,達城龍次,1:45.5,3,140.2,15,479(-2),[地] 久保與造
15,16,6,12,タケノビワ,牝5,54,柏木健宏,1:46.5,5,22.6,10,531(+2),[地] 松浦裕之
