,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,サンビーム,牡3,54,松岡正海,1:47.6,,8.3,5,514(+4),[西] 山内研二
1,2,5,5,ナムラオウドウ,牡3,54,池添謙一,1:47.8,1.1/4,5.9,3,456(+6),[西] 福島信晴
2,3,2,2,アドマイヤバートン,牡3,54,安藤勝己,1:47.8,クビ,4.1,2,468(+2),[西] 松田博資
3,4,8,9,ハードダダンダン,牡4,56,後藤浩輝,1:48.0,1,7.6,4,458(0),[西] 西橋豊治
4,5,7,7,シゲルジョウム,牡3,53,酒井学,1:48.0,クビ,47.4,9,478(+6),[西] 川村禎彦
5,6,3,3,ザバトルユージロー,牡5,56,太宰啓介,1:48.0,ハナ,26.4,8,432(+2),[西] 本田優
6,7,7,8,ハーキュリーズ,牡3,55,浜中俊,1:48.0,ハナ,2.7,1,432(-4),[西] 角居勝彦
7,8,1,1,ウィズインライアン,牝5,50,国分優作,1:48.1,3/4,105.0,10,450(+4),[西] 福島信晴
8,9,6,6,スーパーオービット,牡5,55,ピンナ,1:48.2,クビ,10.6,6,454(0),[西] 中竹和也
9,10,8,10,マイネルプリマス,牡5,56,幸英明,1:48.7,3,17.7,7,510(-6),[西] 飯田雄三
