,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,キングガンズラング,牡7,57,真島大輔,1:53.4,,2.3,1,538(+3),[地] 矢野義幸
1,2,7,7,マースインディ,牡6,55,張田昂,1:53.9,2.1/2,7.8,3,469(-5),[地] 阪本一栄
2,3,6,6,テルペリオン,牡7,57,本田正重,1:54.0,1/2,16.4,6,527(-9),[地] 高橋清顕
3,4,5,5,ストラトフォード,牝5,51,藤本現暉,1:54.0,アタマ,3.8,2,509(+2),[地] 米田英世
4,5,8,9,ドーヴァー,牡8,57,東原悠善,1:54.7,3.1/2,71.8,10,500(-8),[地] 久保田信
5,6,3,3,ミヤジフランガン,牡6,55,達城龍次,1:54.8,3/4,9.5,5,480(-2),[地] 三坂盛雄
6,7,8,10,マイネルアーリー,牡6,55,藤田凌,1:55.1,1.1/2,7.9,4,538(+1),[地] 鷹見浩
7,8,7,8,マイネルクラース,牡7,57,和田譲治,1:55.3,3/4,20.2,8,490(+1),[地] 宗形竹見
8,9,1,1,フレアリングダイヤ,牡6,55,今野忠成,1:55.5,1,18.0,7,500(-10),[地] 佐々木洋
9,10,2,2,ダンサクドゥーロ,牡7,55,横川怜央,1:56.1,3,46.3,9,520(-5),[地] 赤嶺本浩
