,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,8,ルイズマキアート,牡3,56,森泰斗,1:39.4,,5.8,3,488(-12),[地] 高月賢一
1,2,7,11,ティーストーク,牝3,54,藤本現暉,1:39.6,1,2.1,1,483(+9),[地] 佐々木仁
2,3,3,4,エイシンイオ,牝3,54,吉留孝司,1:39.6,アタマ,10.3,4,438(+20),[地] 藪口一麻
3,4,2,2,ゴールドレガーメ,牝3,54,笹川翼,1:40.3,3,4.8,2,478(-2),[地] 岩本洋
4,5,8,13,レーヴエモーション,牝3,52,池谷匠翔,1:40.5,1,107.3,12,461(+5),[地] 山田質
5,6,3,3,スマーティキャット,牡3,56,伊藤裕人,1:40.8,1.1/2,43.8,10,445(-8),[地] 藤原智行
6,7,7,12,レコパントモチャン,牝3,54,藤江渉,1:40.9,1/2,260.0,13,515(-4),[地] 岡田一男
7,8,4,5,ウインヒメユリ,牝3,54,櫻井光輔,1:40.9,ハナ,12.0,5,434(+1),[地] 河津裕昭
8,9,6,9,オースター,牡3,56,増田充宏,1:41.5,3,16.0,6,459(+4),[地] 山崎裕也
9,10,6,10,グレル,牝3,52,古岡勇樹,1:41.5,クビ,27.5,8,469(-2),[地] 岩本洋
10,11,5,7,フォルベルール,牡3,56,田中涼,1:41.6,1/2,34.5,9,495(-2),[地] 久保秀男
11,12,1,1,マメニーニャ,牝3,54,橋本直哉,1:42.7,5,45.4,11,413(+2),[地] 平山真希
12,13,8,14,ウィンターワルツ,牝3,54,町田直希,1:42.9,1,24.7,7,439(-3),[地] 村田六郎
13,14,4,6,ラヴィテスミラノ,牡3,56,臼井健太,1:43.4,2.1/2,439.1,14,471(-3),[地] 宮下靖旨
