,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,アートムーブメント,牝6,54,塚本雄大,1:32.2,,33.3,7,461(+6),[地] 松木啓助
1,2,5,6,アイルビーメジャー,牡6,56,郷間勇太,1:32.2,クビ,15.3,4,476(-2),[地] 田中譲二
2,3,8,11,ヴィクトリアダンス,牝4,54,永森大智,1:32.5,1.1/2,1.3,1,538(+1),[地] 西山裕貴
3,4,1,1,テンペスタース,牡5,56,山崎雅由,1:32.6,クビ,10.8,3,480(-4),[地] 平和人
4,5,6,7,ウインオルビット,牡8,56,木村直輝,1:33.2,3,200.1,11,486(-6),[地] 胡本友晴
5,6,7,10,マイコレット,牝5,54,上田将司,1:33.2,クビ,15.9,5,501(0),[地] 国澤輝幸
6,7,7,9,コスモザウル,牡5,56,畑中信司,1:33.5,1.1/2,130.2,9,488(0),[地] 細川忠義
7,8,4,4,ヒードザコール,牝4,54,岡村卓弥,1:33.6,クビ,4.9,2,468(0),[地] 雑賀正光
8,9,3,3,ジェネラルエリア,牝6,51,所蛍,1:33.8,3/4,31.0,6,471(-6),[地] 宮川浩一
9,10,6,8,エイシンリュージュ,牡4,56,岡遼太郎,1:34.2,2,85.8,8,488(+1),[地] 胡本友晴
10,11,2,2,スマートエミネンス,牡5,56,嬉勝則,1:34.8,3,171.0,10,458(-4),[地] 田中譲二
11,12,5,5,ラデツキー,牡7,56,井上瑛太,1:35.6,4,200.9,12,493(-1),[地] 宗石大
