,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,サンキンスピーチ,牡5,54,兒島真二,1:43.6,,1.7,1,505(+4),[地] 円田修
1,2,3,3,サンキストゴールド,セ4,52,柿原翔,1:43.8,1,3.2,2,464(+2),[地] 藤ヶ崎一
2,3,2,2,レオマジック,牡6,54,大畑雅章,1:44.2,2,23.0,5,491(0),[地] 塚田隆男
3,4,7,8,マヤノグレイシー,牡9,56,宇都英樹,1:45.1,4,3.9,3,491(+8),[地] 斉藤弘光
4,5,1,1,タケイチマサル,牡8,53,丸野勝虎,1:45.1,アタマ,42.6,6,502(+2),[地] 山本健二
5,6,5,5,ヘキレキ,セ7,54,倉地学,1:45.4,1.1/2,14.6,4,497(+7),[地] 藤ヶ崎一
6,7,8,10,マイネルケルン,牡7,53,戸部尚実,1:46.0,3,54.8,7,471(-2),[地] 塚田隆男
7,8,7,7,ホウライウォニング,牡8,55,横井将人,1:46.5,2.1/2,82.1,9,503(+3),[地] 藤ヶ崎一
8,9,4,4,ダイワアンデス,セ10,52,大原浩司,1:48.0,7,115.0,10,422(-9),[地] 小森勝政
9,10,8,9,ゴールドハートラン,牝5,52,今井貴大,1:48.2,1.1/2,71.9,8,450(+1),[地] 荒木市雄
