,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,テスタマッタ,牡3,54,太宰啓介,1:11.0,,8.6,5,484(-4),[西] 村山明
1,2,4,8,マハーバリプラム,牝4,55,武豊,1:11.2,1.1/4,6.6,3,466(+2),[西] 安田隆行
2,3,5,10,アナモリ,牝4,55,川田将雅,1:11.3,1/2,8.1,4,436(+20),[西] 吉田直弘
3,4,3,5,グランドラッチ,牡4,57,佐藤哲三,1:11.3,クビ,18.7,9,548(+6),[西] 中竹和也
4,5,8,15,キタノアラワシ,牡5,57,石橋守,1:11.7,2.1/2,40.2,12,506(-2),[西] 岡田稲男
5,6,7,13,イセノスバル,牡3,54,芹沢純一,1:11.9,1.1/4,14.1,7,510(+2),[西] 大橋勇樹
6,7,5,9,ドリームクラウン,牡4,57,鮫島良太,1:12.1,1.1/4,25.7,10,520(+2),[西] 中村均
7,8,7,14,ダノンアスカ,牡4,57,和田竜二,1:12.2,1/2,3.6,1,510(+14),[西] 沖芳夫
8,9,2,4,エーシンドゥベター,牡4,57,岩田康誠,1:12.3,クビ,6.1,2,500(+6),[西] 小崎憲
9,10,1,1,ローランバーク,牡5,57,幸英明,1:12.4,3/4,94.5,14,476(+2),[東] 水野貴広
10,11,1,2,アロド,牡5,57,浜中俊,1:12.7,1.3/4,42.0,13,480(-18),[西] 加用正
11,12,6,12,エイシンイッテン,牡5,57,藤岡康太,1:12.8,3/4,30.4,11,500(-8),[西] 藤岡健一
12,13,8,16,シャドウストライプ,牡5,57,福永祐一,1:13.3,3,9.4,6,534(+4),[東] 加藤征弘
13,14,3,6,キーレター,牝6,55,熊沢重文,1:13.4,3/4,199.6,15,474(-12),[西] 目野哲也
14,15,2,3,ティアップハーレー,牡3,54,上村洋行,1:13.8,2.1/2,17.4,8,478(+6),[東] 高木登
15,16,6,11,フジヤマロマン,牝5,55,大下智,1:13.9,3/4,263.0,16,476(0),[西] 小崎憲
