,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,タケデンタップ,牝7,53,西川敏弘,1:24.9,,1.5,1,448(-4),[地] 大関吉明
1,2,4,4,アブソルーター,牡4,55,妹尾浩一,1:25.4,2.1/2,7.6,3,492(0),[地] 大関吉明
2,3,2,2,ペガサスバローズ,セ6,56,郷間勇太,1:25.5,1/2,14.0,4,441(-4),[地] 田中譲二
3,4,7,10,トーセンスパンキー,牡7,55,上田将司,1:25.7,1,6.9,2,501(-3),[地] 打越勇児
4,5,6,8,シルバーコンパス,牝5,54,佐原秀泰,1:25.7,ハナ,16.1,5,525(-4),[地] 那俄性哲
5,6,6,7,トウカイヴィオラ,牝5,53,林謙佑,1:25.8,1/2,20.9,6,457(-1),[地] 大関吉明
6,7,5,6,ウッチャリ,牡10,56,倉兼育康,1:26.3,2.1/2,39.2,10,433(0),[地] 大関吉明
7,8,8,11,ストロベリーボス,牡7,55,山崎雅由,1:26.5,1,36.7,8,500(+1),[地] 那俄性哲
8,9,3,3,トウカイバレット,牡7,56,西森将司,1:26.8,1.1/2,27.3,7,500(-5),[地] 大関吉明
9,10,1,1,ナイトブルーミング,牝9,52,木村直輝,1:26.9,1/2,71.8,12,482(-5),[地] 宮路洋一
10,11,7,9,シゲルヤマト,牡8,52,多田羅誠,1:26.9,ハナ,38.8,9,455(+4),[地] 宮路洋一
11,12,8,12,セイカポコアポコ,牡5,55,大澤誠志,1:27.4,2.1/2,60.5,11,456(+3),[地] 大関吉明
