,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ハッピースプリント,牡7,57,宮崎光行,1:55.5,,1.4,1.0,528(-12),[地] 田中淳司
1,2,6,7,スティールキング,牡5,56,桑村真明,1:56.1,3,2.4,2.0,532(+2),[地] 角川秀樹
2,3,7,8,エターナルヒーロー,セ8,55,永島太郎,1:56.8,3,58.3,6.0,474(-8),[地] 小野望
3,4,6,6,ロードプレステージ,牡6,55,五十嵐冬,1:57.7,4,59.9,7.0,458(+6),[地] 林和弘
4,5,4,4,ハタノリヴィール,牡5,55,阿部龍,1:57.8,3/4,32.3,4.0,522(-6),[地] 角川秀樹
5,6,8,11,コスモボアソルテ,牡6,55,岩橋勇二,1:58.0,3/4,49.6,5.0,506(-4),[地] 小国博行
6,7,1,1,ボルドネス,セ6,55,櫻井拓章,1:58.5,2.1/2,93.6,8.0,484(-2),[地] 林和弘
7,8,7,9,ナリタポセイドン,牡9,56,石川倭,1:59.3,4,18.2,3.0,494(+6),[地] 国信満
8,取,3,3,コアレスキング,牡8,56,井上俊彦,,,---,,計不,[地] 山口竜一
9,除,5,5,クラバズーカー,牡6,56,山本咲希,,,---,,計不,[地] 松本隆宏
10,取,8,10,フロリダパンサー,牡7,56,落合玄太,,,---,,計不,[地] 黒川智貴
