,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,8,ブロードアピール,牝7,55,デザーモ,1:22.9,,1.7,1,468(+2),[西] 松田国英
1,2,6,12,レイズスズラン,牡7,57,熊沢重文,1:23.7,5,13.4,4,498(-2),[東] 増沢末夫
2,3,5,10,トシザミカ,牝6,55,小牧太,1:24.0,1.3/4,161.4,13,440(+10),[西] 音無秀孝
3,4,3,5,ネオポリス,牡4,56,松永幹夫,1:24.0,アタマ,3.9,2,572(+2),[東] 古賀史生
4,5,3,6,テンパイ,牡8,57,幸英明,1:24.1,1/2,123.4,12,502(-2),[西] 福島信晴
5,6,1,1,カチドキリュウ,牡3,53,和田竜二,1:24.3,1.1/4,33.5,7,460(+4),[西] 柴田光陽
6,7,7,14,ラッシュスルー,牡5,56,川原正一,1:24.4,1/2,174.5,15,474(-2),[地] 井上孝彦
7,8,2,3,ブラウンシャトレー,牡4,57,安部幸夫,1:24.5,1/2,54.9,9,438(-12),[地] 国光徹
8,9,8,15,ナイキアフリート,牡5,56,河内洋,1:24.7,1.1/2,49.7,8,436(-2),[東] 古賀史生
9,10,6,11,タヤスケーポイント,牡6,57,池添謙一,1:24.8,3/4,15.2,5,504(+10),[西] 田所清広
10,11,7,13,ハタノアドニス,牡5,56,武豊,1:25.0,1,11.7,3,510(-10),[東] 畠山吉宏
11,12,5,9,マイネルマックス,牡7,58,佐藤哲三,1:26.3,8,16.4,6,508(-4),[西] 中村均
12,13,8,16,マイターン,牡6,58,安藤勝己,1:26.4,3/4,85.0,10,542(+20),[西] 宮徹
13,14,4,7,ジョーディシラオキ,牝4,55,村山明,1:26.5,1/2,104.5,11,450(0),[西] 松田国英
14,15,1,2,マコトライデン,牡7,57,福永祐一,1:26.8,2,172.2,14,470(-12),[西] 橋本寿正
15,16,2,4,メイショウモトナリ,牡7,58,安田康彦,1:27.2,2.1/2,221.8,16,522(-9),[西] 安田伊佐
