,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,6,プレイ,牡2,55,松岡正海,1:50.3,,2.7,2.0,488(0),[東] 斎藤誠
1,2,2,2,ゴールドラム,牡2,55,津村明秀,1:50.9,3.1/2,29.0,6.0,492(+8),[東] 鈴木伸尋
2,3,8,14,シャイニンロミオ,牡2,55,横山典弘,1:50.9,ハナ,2.4,1.0,490(-6),[東] 藤沢和雄
3,4,5,8,トーセンマルス,牡2,55,吉田豊,1:50.9,クビ,4.5,3.0,434(0),[東] 大久保洋
4,5,4,5,ギンザアレキサンダ,牡2,55,戸崎圭太,1:51.1,1.1/4,18.8,5.0,476(-2),[東] 池上昌弘
5,6,3,4,トウカイチャーム,牡2,55,内田博幸,1:51.2,3/4,11.7,4.0,468(-2),[東] 栗田博憲
6,7,3,3,オービーキング,牡2,53,伊藤工真,1:51.3,3/4,67.1,8.0,454(+10),[東] 古賀史生
7,8,6,9,ゴールドウォッチ,牡2,55,熊沢重文,1:51.4,1/2,180.0,11.0,456(-4),[東] 天間昭一
8,9,1,1,マイネルリープ,牡2,55,柴山雄一,1:51.5,3/4,50.8,7.0,476(+4),[東] 武藤善則
9,10,7,11,リワードレブロン,牡2,55,江田照男,1:51.5,クビ,91.7,9.0,454(+4),[東] 藤原辰雄
10,11,8,13,クールジャガー,牡2,55,勝浦正樹,1:52.3,5,121.9,10.0,454(-2),[西] 清水久詞
11,12,5,7,アポロセティ,牡2,55,吉田隼人,1:52.5,1,203.2,12.0,478(+4),[東] 矢野英一
12,13,7,12,ゲーテッドゾロア,牡2,55,北村友一,1:52.8,2,376.9,13.0,432(+6),[東] 菊川正達
13,取,6,10,レベルスピリット,牡2,55,三浦皇成,,,---,,計不,[西] 森秀行
