,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,3,レオエンペラー,牡3,56,江田照男,1:37.8,,44.4,8,484(+18),[東] 田子冬樹
1,2,2,4,トーセンゴライアス,牡3,56,北村宏司,1:38.3,3,2.8,2,562(0),[東] 増沢末夫
2,3,3,5,レオタツオー,牡3,56,田中勝春,1:38.3,クビ,46.5,9,474(+2),[東] 加藤和宏
3,4,1,1,ベンケイ,牡3,56,岩田康誠,1:39.3,6,2.0,1,508(-6),[西] 白井寿昭
4,5,5,10,トウショウサウンド,牡3,56,郷原洋司,1:39.3,アタマ,60.7,11,468(-2),[東] 保田一隆
5,6,8,16,ミウラジェット,牡3,56,幸英明,1:39.4,3/4,54.1,10,448(+4),[東] 佐々木亜
6,7,4,8,サトノユウジ,牡3,56,武豊,1:39.5,クビ,25.4,6,514(-10),[東] 的場均
7,8,3,6,コパノベンザイテン,牝3,53,吉田隼人,1:39.9,2.1/2,40.8,7,444(0),[東] 秋山雅一
8,9,5,9,ラヴリーゲスト,牡3,56,木幡初広,1:39.9,クビ,299.3,15,462(-2),[東] 鈴木勝美
9,10,7,13,ユウコン,牡3,56,ペリエ,1:40.2,2,14.8,4,466(+8),[東] 古賀慎明
10,11,4,7,サンジャンボリー,牡3,56,武士沢友,1:40.3,クビ,21.1,5,518(+8),[東] 菊川正達
11,12,1,2,ハクウン,牡3,53,田中博康,1:40.6,1.3/4,589.5,16,458(-6),[東] 高橋祥泰
12,13,8,15,ミンナナカヨシ,牡3,56,内田博幸,1:40.7,1/2,230.0,13,526(0),[東] 土田稔
13,14,6,12,ストロングビート,牡3,56,福永祐一,1:40.7,ハナ,251.1,14,460(-8),[東] 嶋田功
14,15,7,14,サイレントパンサー,牡3,56,松岡正海,1:40.7,ハナ,9.1,3,450(+8),[東] 萩原清
15,16,6,11,ティグラート,牝3,54,柴山雄一,1:40.8,3/4,144.1,12,520(-2),[東] 久保田貴
