,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ツクババンドーオー,牡3,56,武士沢友,1:46.7,,6.6,3,486(-2),[東] 菊沢隆徳
1,2,3,5,タイセイローマン,牡3,56,松岡正海,1:46.8,1/2,6.1,2,484(-10),[東] 新開幸一
2,3,3,4,ステップアヘッド,牡3,53,西村太一,1:47.5,4,21.7,6,504(0),[東] 柄崎孝
3,4,2,3,コスモガラサ,牡3,56,柴田大知,1:47.5,クビ,39.6,7,448(+12),[東] 高柳瑞樹
4,5,4,7,マックスロノ,牡3,56,田中勝春,1:48.0,3,11.7,4,482(-4),[東] 高柳瑞樹
5,6,7,13,ベルウッドハピネス,牡3,56,江田照男,1:48.1,1/2,68.4,8,462(-2),[東] 菅原泰夫
6,7,5,9,キングユウヤ,牡3,56,田辺裕信,1:48.5,2.1/2,176.2,11,524(+6),[東] 松山将樹
7,8,5,8,アサクサマンサク,牡3,56,北村宏司,1:48.6,3/4,1.5,1,466(+2),[東] 戸田博文
8,9,6,10,ベンレイダー,セ3,56,吉田豊,1:48.8,1,267.8,12,484(+14),[東] 粕谷昌央
9,10,7,12,カーステンボッシュ,セ3,56,田中博康,1:49.2,2.1/2,79.5,9,458(-2),[東] 木村哲也
10,11,8,14,パイクーヤ,牡3,56,嘉藤貴行,1:49.4,1.1/4,572.5,14,480(+4),[東] 的場均
11,12,6,11,マークユアセルフ,牡3,56,横山典弘,1:49.6,1.1/4,13.1,5,486(-4),[東] 久保田貴
12,13,4,6,カシノグリーディ,牡3,56,西田雄一,1:49.9,1.3/4,785.1,15,502(0),[東] 蛯名利弘
13,14,8,15,ディオニソス,牡3,53,山崎亮誠,1:50.7,5,125.9,10,496(-4),[東] 土田稔
14,15,2,2,デザインフューチャ,牡3,53,嶋田純次,1:52.2,9,414.0,13,530(+4),[東] 国枝栄
