,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,フレアリングキング,牡5,56,的場文男,1:41.5,,18.8,8,512(-1),[地] 佐々木洋
1,2,8,12,フォルデュラン,牡6,56,瀬川将輝,1:41.7,1.1/4,3.0,1,509(+1),[地] 宮浦正行
2,3,6,9,ガイストフォル,牡5,56,内田利雄,1:41.9,1,9.7,5,455(+4),[地] 的場直之
3,4,4,4,ネオファルコン,牝6,54,藤本現暉,1:42.1,3/4,128.0,12,448(-4),[地] 蛯名雄太
4,5,4,5,キラカイドウ,セ4,56,笹川翼,1:42.1,クビ,88.3,11,400(0),[地] 上杉昌宏
5,6,7,10,ラペルシェール,牡4,56,町田直希,1:42.2,1/2,15.6,7,478(+2),[地] 佐野謙二
6,7,7,11,ジュンユウコー,牝6,54,森泰斗,1:42.2,クビ,5.7,3,459(+5),[地] 荒山勝徳
7,8,8,13,ライトロング,牡5,56,安藤洋一,1:42.6,2,4.7,2,516(+2),[地] 市村誠
8,9,1,1,バジルフレイバー,牝4,54,本田正重,1:42.7,1/2,8.7,4,472(-2),[地] 月岡健二
9,10,3,3,イチマンボルト,牡4,56,本橋孝太,1:43.0,1.1/2,23.3,10,513(-1),[地] 立花伸
10,11,5,6,オルトスラッガー,セ4,56,早田秀治,1:43.0,アタマ,20.2,9,486(0),[地] 柏木一夫
11,12,2,2,ハローキャンディ,牝5,54,和田譲治,1:43.4,2,11.0,6,467(+17),[地] 宗形竹見
12,13,5,7,ハヴィティペイ,牡4,56,山崎良,1:43.7,1.3/4,172.2,13,475(-5),[地] 橋本和馬
