,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,2,セイクリムズン,牡4,57.0,幸英明,1:23.1,,7.3,3,502(0),[西] 服部利之
1,2,3,6,ケイアイテンジン,牡4,56.0,柴田善臣,1:23.9,5,12.6,4,478(+6),[西] 白井寿昭
2,3,1,1,タマモクリエイト,牡5,53.0,大庭和弥,1:24.0,クビ,32.1,7,514(-2),[西] 小原伊佐
3,4,3,5,ナムラタイタン,牡4,57.5,熊沢重文,1:24.0,アタマ,1.6,1,514(-2),[西] 大橋勇樹
4,5,2,3,トーセンブライト,牡9,57.5,勝浦正樹,1:24.1,1/2,56.2,9,500(-4),[東] 加藤征弘
5,6,7,13,エアマックール,牡5,55.0,武士沢友,1:24.1,クビ,14.2,5,482(0),[東] 伊藤正徳
6,7,6,12,セイカアレグロ,牡5,53.0,伊藤工真,1:24.4,1.3/4,103.2,14,506(+10),[東] 稲葉隆一
7,8,4,8,エプソムアーロン,牡6,54.0,郷原洋司,1:24.7,1.3/4,163.9,15,484(-4),[西] 藤岡範士
8,9,5,9,メイショウシャフト,牡7,52.0,難波剛健,1:25.0,1.3/4,81.9,12,530(+6),[西] 高橋成忠
9,10,7,14,アドマイヤゴルゴ,牡6,55.0,内田博幸,1:25.0,ハナ,31.9,6,500(+8),[西] 橋田満
10,11,4,7,サンカルロ,牡4,57.0,吉田豊,1:25.2,3/4,5.9,2,494(+2),[東] 大久保洋
11,12,2,4,クイックリープ,牡5,54.0,田中博康,1:25.5,2,62.2,10,480(-4),[西] 柴田光陽
12,13,8,16,フミノパシフィック,牡5,53.0,長谷川浩,1:26.3,5,67.6,11,512(-2),[西] 西浦勝一
13,14,8,15,リキサンファイター,牡6,52.0,小林淳一,1:26.6,2,297.9,16,474(-2),[東] 高木登
14,15,5,10,トーホウオルビス,牡5,55.0,藤田伸二,1:28.9,大,34.4,8,506(+8),[西] 谷潔
15,16,6,11,カルナバリート,牡7,54.0,クラスト,1:29.4,3,89.0,13,506(-4),[西] 藤沢則雄
