,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,ファルコンビーク,牡2,54,服部茂史,1:14.3,,6.8,4,502(+8),[地] 田中淳司
1,2,3,3,サンオブロジータ,牡2,53,落合玄太,1:14.5,1,2.4,1,498(-2),[地] 田中淳司
2,3,7,10,モリデンリバー,牝2,54,石川倭,1:14.7,1,4.3,2,476(-4),[地] 米川昇
3,4,1,1,アベニンドリーム,牡2,54,岩橋勇二,1:14.9,3/4,26.5,7,490(+2),[地] 角川秀樹
4,5,2,2,ダルマワンサ,牡2,54,山本咲希,1:15.0,3/4,10.5,5,432(-2),[地] 松本隆宏
5,6,8,11,フェアリーマジック,牝2,54,松井伸也,1:15.0,ハナ,41.4,10,420(-4),[地] 林和弘
6,7,7,9,ギエムボレロ,牝2,54,宮崎光行,1:15.2,1,6.4,3,438(0),[地] 山口竜一
7,8,8,12,ジェネラルエリア,牝2,54,加藤誓二,1:15.3,1/2,78.0,12,468(0),[地] 田中淳司
8,9,4,4,エムティリンド,牝2,51,小野楓馬,1:16.2,4,16.9,6,446(-2),[地] 川島洋人
9,10,5,5,ネオセラフ,牝2,54,井上俊彦,1:16.3,1/2,26.8,8,488(-2),[地] 林和弘
10,11,5,6,ルナシーナ,牝2,54,阿部龍,1:16.4,1/2,37.7,9,458(+2),[地] 角川秀樹
11,12,6,7,エムザックベルガー,牡2,54,五十嵐冬,1:16.6,1,61.9,11,456(-4),[地] 川島洋人
