,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,10,オペラモーヴ,牝3,54,藤岡康太,1:12.0,,1.9,1,468(-4),[西] 中竹和也
1,2,8,15,サザンブレイズ,牡3,56,川島信二,1:12.2,1.1/2,32.7,6,456(+10),[西] 加用正
2,3,5,9,ヤマノサファイア,牡3,56,中舘英二,1:12.4,1.1/2,11.8,4,440(-2),[西] 崎山博樹
3,4,5,8,アルゴリズム,牡3,56,鮫島良太,1:12.6,1.1/2,6.5,3,456(-4),[西] 安田隆行
4,5,7,12,ワンダーフォルテ,牡3,56,太宰啓介,1:12.8,1,3.8,2,488(+2),[西] 藤岡範士
5,6,6,11,トウショウノーヴァ,牡3,56,古川吉洋,1:13.1,2,20.9,5,474(+8),[東] 土田稔
6,7,3,4,ケンタッキーロード,牡3,56,荻野琢真,1:13.2,1/2,279.1,14,470(-8),[西] 鶴留明雄
7,8,7,13,リアライズナラック,牝3,54,勝浦正樹,1:13.3,1/2,60.3,10,490(+14),[西] 森秀行
8,9,2,3,タガノルビコン,牡3,56,上村洋行,1:13.5,1.1/2,89.8,12,488(-4),[西] 宮徹
9,10,2,2,ミキノコモコ,牝3,54,西田雄一,1:13.6,1/2,33.4,7,442(+8),[東] 保田一隆
10,11,4,7,ヒノデポベーダ,牝3,54,宮崎北斗,1:13.7,クビ,39.9,8,442(+2),[西] 梅田康雄
11,12,8,14,バラードソング,牝3,54,松田大作,1:14.0,1.3/4,44.5,9,440(0),[西] 牧浦充徳
12,13,1,1,ホクトキングダム,牡3,56,的場勇人,1:14.0,ハナ,67.7,11,492(+10),[西] 本田優
13,14,3,5,テオブロマ,牡3,56,津村明秀,1:14.0,ハナ,241.5,13,482(+10),[東] 高橋祥泰
14,15,4,6,カシノアクセル,牡3,56,野元昭嘉,1:14.6,3.1/2,464.3,15,412(-4),[東] 天間昭一
