,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,イシノサスペンス,牡5,56,加藤和博,1:13.0,,1.5,1,474(+1),[地] 久保與造
1,2,8,11,アンフィーイモン,牝5,54,鷹見浩,1:13.2,1.1/2,6.3,3,456(+3),[地] 山藤統宏
2,3,5,5,タルマエホープ,牡7,56,山田信大,1:13.4,3/4,8.1,4,441(-5),[地] 山浦武
3,4,3,3,ワレンダーソロン,牡4,54,石崎隆之,1:13.4,アタマ,18.9,7,520(+2),[地] 足立勝久
4,5,1,1,ショーターザトッシ,牡4,54,的場文男,1:13.6,3/4,6.0,2,438(-4),[地] 月岡健二
5,6,4,4,マイネルクラックス,牡6,56,有年淳,1:14.1,2.1/2,132.9,10,494(-4),[地] 矢作和人
6,7,7,8,モノスゴイ,牡5,56,鈴木啓之,1:14.4,1.1/2,12.9,5,500(-1),[地] 赤間清松
7,8,6,7,ケイアイレーシング,牡7,56,森下博,1:14.9,2.1/2,119.0,9,437(+4),[地] 高柳恒男
8,9,6,6,エイシンハクサン,牡6,56,内田博幸,1:15.7,4,13.9,6,501(+1),[地] 蛯名末五
9,10,7,9,アイアイラッキー,牡6,56,戸崎圭太,1:16.8,5,113.1,8,483(-3),[地] 山田秀太
10,11,8,10,テイエムハートオー,セ7,51,本田正重,1:16.9,クビ,155.0,11,531(-7),[地] 渋谷信博
