,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ドリームキューブ,牡5,57,ウィリア,2:03.8,,14.7,7,478(0),[西] 宮徹
1,2,4,4,グッドバニヤン,牡5,57,岩田康誠,2:04.0,1.1/2,9.4,4,444(-2),[西] 北出成人
2,3,7,9,フィッツロイ,牡5,57,佐藤哲三,2:04.0,ハナ,7.0,3,500(+2),[西] 佐々木晶
3,4,1,1,エナージバイオ,牡5,57,幸英明,2:04.1,クビ,12.1,5,466(+2),[西] 梅田智之
4,5,8,11,ヤマニンウイスカー,牡4,57,和田竜二,2:04.3,1.1/4,2.7,1,492(0),[西] 池江泰郎
5,6,2,2,トゥリオンファーレ,牡4,57,川田将雅,2:04.6,1.3/4,2.8,2,516(+6),[西] 音無秀孝
6,7,6,6,ヴェルトマイスター,牡6,57,池添謙一,2:04.6,クビ,34.4,8,504(+12),[西] 笹田和秀
7,8,7,8,ロードアルファード,牡7,57,北村友一,2:06.0,9,14.2,6,506(+2),[西] 山内研二
8,9,3,3,ピサノロンシャン,牡5,57,藤岡康太,2:06.5,3,137.7,11,496(+18),[西] 安達昭夫
9,10,8,10,メイショウアンドレ,牡7,57,浜中俊,2:06.6,クビ,124.0,10,528(+2),[西] 安達昭夫
10,11,6,7,エバーアップワード,牡5,57,国分恭介,2:07.5,5,98.2,9,488(+6),[西] 宮徹
