,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,テムジン,牡7,54,笹川翼,1:40.8,,8.5,3,486(-5),[地] 小久保智
1,2,6,6,レガルスイ,牡5,54,石崎駿,1:41.0,1,1.7,1,506(-3),[地] 矢野義幸
2,3,2,2,モンサンカノープス,牡5,54,矢野貴之,1:41.3,1.1/2,2.2,2,552(-1),[地] 川島正一
3,4,6,7,ゴーディー,牡8,56,赤嶺亮,1:41.4,3/4,64.3,7,506(+16),[地] 赤嶺本浩
4,5,5,5,フジノフェアリー,牡8,54,柏木健宏,1:41.9,2.1/2,208.6,10,489(-5),[地] 渡辺和雄
5,6,1,1,メジャーアスリート,牡7,54,和田譲治,1:42.7,4,188.1,8,522(-1),[地] 柘榴浩樹
6,7,4,4,ファルコンクロウ,牡7,54,達城龍次,1:42.8,クビ,40.8,6,486(-8),[地] 岡田一男
7,8,3,3,スマイルピース,牡5,54,楢崎功祐,1:43.0,1,19.2,4,534(-7),[地] 佐野謙二
8,9,8,11,アメイジア,牡6,54,秋元耕成,1:43.6,3,335.8,11,523(+4),[地] 冨田敏男
9,10,7,9,ミラーコロ,牡8,56,森泰斗,1:44.3,3.1/2,38.1,5,499(-1),[地] 八木仁
10,11,7,8,クレバーサンデー,牡9,54,小林拓未,1:48.3,大,205.0,9,511(+5),[地] 香取和孝
