,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,8,スリーフォーナイナ,牡3,54,武豊,1:25.1,,5.6,4,492(+4),[西] 藤岡範士
1,2,5,9,アグネスデジタル,牡3,54,福永祐一,1:25.1,クビ,4.7,1,452(0),[西] 白井寿昭
2,3,6,12,ツルミカイウン,牡3,54,武幸四郎,1:25.6,3,5.2,2,512(+16),[西] 田原成貴
3,4,8,15,キングオブスキャン,牡3,54,秋山真一,1:26.2,3.1/2,21.0,9,470(-2),[西] 古川平
4,5,3,5,ツルマルアラシ,牡3,54,江田照男,1:26.3,1/2,38.7,10,472(-4),[西] 橋口弘次
5,6,2,4,ミツアキサイレンス,牡3,54,川原正一,1:26.5,1.1/4,12.1,7,476(-8),[地] 粟津豊彦
6,7,4,7,フィールドブーケ,牝3,53,小林徹弥,1:27.7,7,106.8,15,428(0),[西] 野村彰彦
7,8,1,1,キングバル,牡3,54,小池隆生,1:27.8,1/2,10.5,6,476(-6),[西] 大根田裕
8,9,5,10,アドマイヤタッチ,牡3,54,蛯名正義,1:27.8,アタマ,56.3,12,512(+14),[西] 小野幸治
9,10,8,16,ヒデノガリバー,牡3,54,白浜雄造,1:28.0,1,49.8,11,454(0),[西] 斉藤義美
10,11,7,14,タマモローマン,牡3,54,藤田伸二,1:28.3,1.3/4,14.4,8,454(+6),[西] 土門一美
11,12,1,2,シーキングバル,牡3,54,和田竜二,1:28.5,1.1/2,9.7,5,478(+10),[西] 岩元市三
12,13,6,11,エピグラフ,牡3,54,松永幹夫,1:28.5,クビ,5.4,3,470(+4),[西] 山内研二
13,14,3,6,リネントップレディ,牝3,53,岩田康誠,1:28.6,クビ,75.5,13,410(-10),[地] 国沢利照
14,15,7,13,ウインドジャマー,牡3,54,古川吉洋,1:28.6,クビ,259.4,16,464(+2),[西] 柴田光陽
15,16,2,3,エイシンサクラコ,牝3,53,野元昭嘉,1:29.1,3,90.9,14,488(-6),[西] 野元昭
