,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,トウカイプライム,牡4,57,安藤勝己,1:45.6,,2.4,1,554(+4),[東] 成島英春
1,2,7,9,ラヴィンライフ,牡3,54,中舘英二,1:45.6,クビ,2.5,2,470(-4),[西] 武宏平
2,3,8,10,セイカアレグロ,牡4,57,津村明秀,1:45.7,1/2,142.8,10,490(-4),[東] 稲葉隆一
3,4,3,3,バロズハート,牡4,57,岩田康誠,1:45.9,1.1/4,3.9,3,522(+10),[東] 池上昌弘
4,5,1,1,チャリティショウ,牡5,57,秋山真一,1:46.0,クビ,34.1,6,500(+14),[東] 柴田政人
5,6,2,2,マルサライガー,セ5,57,松田大作,1:46.1,3/4,22.8,4,462(0),[東] 本間忍
6,7,6,7,マイグローリアス,牡7,57,池添謙一,1:46.2,クビ,66.6,8,506(+6),[西] 西浦勝一
7,8,5,5,ソウルオブジャパン,牡5,57,藤岡佑介,1:46.5,2,26.4,5,490(+12),[西] 友道康夫
8,9,4,4,コスモアブソルート,牡7,57,宮崎北斗,1:46.6,クビ,182.5,11,492(-2),[東] 松永康利
9,10,8,11,リアルヴィクトリー,牡4,57,三浦皇成,1:46.7,3/4,55.9,7,486(+2),[西] 浅見秀一
10,11,7,8,ニシノヴァネッサ,牝5,55,武幸四郎,1:48.3,10,110.9,9,494(-2),[西] 田所秀孝
