,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,シーグランディ,牡5,56,高松亮,1:40.8,,2.9,2,514(-2),[地] 佐藤雅彦
1,2,2,2,コロニアルペガサス,牝6,54,坂口裕一,1:40.8,ハナ,22.1,6,474(+5),[地] 佐藤祐司
2,3,1,1,ダンストンリアル,牡9,56,村上忍,1:41.0,3/4,29.6,8,507(+2),[地] 村上実
3,4,3,3,ワタリプリンセス,牝3,54,山本政聡,1:41.2,1.1/4,8.0,4,458(-4),[地] 板垣吉則
4,5,8,9,マイネリッカ,牝3,54,山本聡哉,1:41.4,1.1/4,6.4,3,441(-1),[地] 佐藤雅彦
5,6,6,6,ブライティアピース,牝4,54,小林俊彦,1:42.1,4,2.2,1,503(-1),[地] 城地俊光
6,7,5,5,マイネルピエノ,牡4,56,大坪慎,1:42.1,アタマ,25.0,7,468(-7),[地] 石川栄
7,8,7,7,マツリダローズ,牝4,54,菊地康朗,1:42.2,1/2,44.9,9,410(+2),[地] 平沢芳三
8,9,7,8,イシノツバサ,牡7,56,木村暁,1:42.3,1/2,10.8,5,451(+1),[地] 千葉博次
9,10,8,10,ビュレットライナー,牡11,56,高橋悠里,1:43.1,5,112.3,10,480(-5),[地] 佐藤雅彦
