,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,ミツアキサイレンス,牡4,54,川原正一,1:43.2,,---,1,484(+6),[地] 粟津豊彦
1,2,8,10,カルストンジョージ,牡4,53,浜口楠彦,1:44.0,4,---,2,466(-4),[地] 柳江仁
2,3,1,1,アサヒミネルバ,牡4,55,田辺弘,1:44.0,アタマ,---,4,456(-4),[地] 松村勇
3,4,3,3,サダムダイオー,牡4,54,岡部誠,1:44.4,2,---,3,486(-2),[地] 伊藤勝好
4,5,5,5,チェリーナオキ,牡4,54,安藤光彰,1:44.6,1,---,5,448(0),[地] 荒川友司
5,6,4,4,レイジングブル,牡4,53,仙道光男,1:45.8,6,---,6,470(-4),[地] 伊藤強一
6,7,8,9,オーミスプラッシュ,牡4,53,村井栄治,1:46.1,1.1/2,---,8,444(+4),[地] 原隆男
7,8,7,8,リネンニシキオー,牡4,54,坂口重政,1:46.1,ハナ,---,9,440(-6),[地] 大倉護
8,9,6,6,トスターバロン,牝4,53,東川公則,1:46.8,3,---,10,440(+4),[地] 後藤保
9,10,2,2,シルバーグレート,牝4,53,柴山雄一,1:47.8,5,---,7,408(+2),[地] 飯干秀人
