,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,ゴオカイキング,牡4,56,千葉津代,1:13.6,,---,8,518(-4),[地] 黒川武
1,2,7,10,エルマタドール,牡4,56,渋谷裕喜,1:14.2,3,---,5,438(+2),[地] 村上正和
2,3,6,9,タイキルビー,牝4,55,蛯名正義,1:14.3,1/2,---,1,460(0),[東] 田中清隆
3,4,7,11,ドリームティーナ,牝4,55,本田優,1:14.8,2.1/2,---,2,490(-4),[西] 昆貢
4,5,8,12,スクリプト,牡5,56,勝浦正樹,1:15.5,2+1.1/2,---,7,450(-4),[東] 石栗龍彦
5,6,2,2,エクシードタイム,牡4,56,斉藤正弘,1:15.8,1.1/2,---,3,488(+2),[地] 米川伸也
6,7,5,7,ジャパンプラウド,牡3,55,菊沢隆徳,1:15.9,3/4,---,9,460(-2),[東] 石栗龍彦
7,8,1,1,ナイトサンタンダー,牡4,56,小野次郎,1:16.0,1/2,---,6,514(0),[東] 伊藤伸一
8,9,6,8,ギディーアップ,牡3,55,中舘英二,1:16.1,クビ,---,11,438(-10),[東] 奥平真治
9,10,5,6,スピードプリンス,牡5,56,川島洋人,1:16.2,3/4,---,12,484(0),[地] 高橋司
10,11,4,4,ヒルノランカスター,牡4,56,小林慎一,1:16.9,3,---,13,478(+8),[東] 森安弘昭
11,失,3,3,フライトクルー,牡3,55,宮崎光行,1:15.1,,---,3,468(-10),[東] 小桧山悟
12,中,8,13,オースミグリーン,牡5,56,服部茂史,,,---,10,464(-4),[地] 恵多谷豊
