,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,オカゲサマデ,牝3,53,丸田恭介,2:00.6,,23.4,9,444(-6),[西] 谷潔
1,2,3,5,ヴィーヴァミラコロ,牡3,55,吉田隼人,2:00.6,アタマ,5.5,3,466(-6),[東] 田中清隆
2,3,5,9,ピースキーパー,牡4,57,スボリッ,2:00.7,1/2,7.9,5,478(-2),[西] 池江泰郎
3,4,6,12,ロイヤルダリア,牡3,55,鷹野宏史,2:00.8,クビ,31.4,10,520(-2),[東] 二ノ宮敬
4,5,7,14,メイショウパルマ,牡3,55,江田照男,2:01.1,2,11.0,6,494(-14),[東] 小島太
5,6,4,8,グレイスフルソング,牝4,55,津村明秀,2:01.1,ハナ,38.6,12,444(+2),[東] 国枝栄
6,7,1,1,トップキングダム,牡3,55,太宰啓介,2:01.2,1/2,6.2,4,460(-2),[東] 清水英克
7,8,8,15,ベルタリド,牡5,57,宮崎北斗,2:01.4,1.1/2,45.9,13,470(-2),[東] 嶋田功
8,9,2,3,プルシアンオリーブ,牡3,55,鮫島良太,2:01.4,アタマ,5.3,2,500(0),[西] 松田国英
9,10,1,2,グローリーシーズ,セ4,57,中舘英二,2:01.7,2,12.9,7,498(+8),[西] 音無秀孝
10,11,3,6,ボーマンド,牡6,57,高橋智大,2:01.9,1.1/4,242.3,15,470(-4),[東] 大久保洋
11,12,8,16,モエレビクトリー,牡3,55,的場勇人,2:02.3,2.1/2,4.9,1,506(0),[東] 的場均
12,13,2,4,ブラストクロノス,牡3,55,松田大作,2:02.3,ハナ,32.8,11,474(+10),[東] 岩戸孝樹
13,14,4,7,アースグラヴィティ,牡4,57,田辺裕信,2:02.9,3.1/2,15.7,8,492(-8),[東] 松永康利
14,15,7,13,コスモエルベン,牡3,55,石橋脩,2:03.0,1/2,276.4,16,498(+16),[東] 畠山重則
15,16,5,10,エプソムブラスト,牡5,57,西田雄一,2:03.6,3.1/2,158.8,14,440(-2),[東] 石栗龍彦
