,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ファイアーベル,牡2,55,酒井忍,1:44.4,,41.3,10,501(+5),[地] 安池成実
1,2,7,10,セイントチェイサー,牡2,55,森泰斗,1:44.8,2,6.3,3,469(+3),[地] 八木仁
2,3,5,5,ヴィクトリータイム,牡2,55,坂井英光,1:44.8,ハナ,19.2,9,493(+14),[地] 田島寿一
3,4,2,2,ヒカリワールド,牝2,54,戸崎圭太,1:45.0,1,2.1,1,466(-14),[地] 池田孝
4,5,6,8,トーセンギネスオー,牡2,55,五十嵐冬,1:45.2,1,9.1,4,468(-4),[地] 山中尊徳
5,6,1,1,ハードデイズナイト,牝2,54,山崎誠士,1:45.5,1.1/2,18.1,8,464(-3),[地] 佐々木仁
6,7,8,12,フォリッド,牡2,55,服部茂史,1:45.7,3/4,14.9,7,500(-4),[地] 椎名広明
7,8,3,3,イブニングスター,牡2,55,真島大輔,1:45.9,1,5.7,2,520(+10),[地] 田島寿一
8,9,8,11,グレイスウォード,牡2,55,金子正彦,1:45.9,アタマ,59.4,11,453(-6),[地] 椎名広明
9,10,6,7,タイセイアジュディ,牡2,56,増田充宏,1:46.1,3/4,11.5,6,467(+1),[地] 内田勝義
10,11,4,4,キョウエイサウンド,牝2,54,佐藤博紀,1:46.1,クビ,145.3,12,396(-2),[地] 武井和実
11,12,5,6,ブザンソン,牡2,55,今野忠成,1:46.6,2.1/2,9.2,5,534(+13),[地] 高月賢一
