,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ウィルソンテソーロ,牡4,55,川田将雅,2:11.0,,1.2,1,488(+3),[東] 小手川準
1,2,6,8,メイショウフンジン,牡5,54,幸英明,2:11.1,1/2,9.3,3,522(+2),[西] 西園正都
2,3,5,5,ペイシャエス,牡4,57,菅原明良,2:11.4,1.1/2,15.5,5,490(-8),[東] 小西一男
3,4,7,9,ケイアイパープル,牡7,55,藤岡康太,2:11.8,2,7.9,2,512(+6),[西] 村山明
4,5,8,12,ライトウォーリア,牡6,54,吉原寛人,2:12.5,3,12.6,4,493(-1),[地] 内田勝義
5,6,4,4,セイカメテオポリス,牡5,54,青柳正義,2:13.0,2.1/2,34.9,6,519(-15),[地] 渡辺和雄
6,7,1,1,ゴライコウ,牡3,51,坂井瑠星,2:15.0,大,37.2,7,522(+5),[西] 新谷功一
7,8,5,6,ミストラルウインド,牡6,54,大畑慧悟,2:15.3,1.1/2,558.2,10,472(-4),[地] 今津博之
8,9,7,10,サンデーグラス,牡5,54,大畑雅章,2:16.3,5,590.7,11,449(+2),[地] 今津博之
9,10,2,2,キープクライミング,牝4,52,加藤翔馬,2:17.3,5,388.9,8,444(+3),[地] 中川雅之
10,11,6,7,サンレイファイト,牡7,54,堀場裕充,2:17.9,3,512.8,9,463(+5),[地] 井樋一也
11,12,8,11,マーニ,牡7,54,甲賀弘隆,2:21.6,大,605.9,12,463(+16),[地] 井樋一也
