,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,タイセイレジェンド,牡3,54,芹沢純一,1:46.1,,4.4,2.0,524(0),[西] 矢作芳人
1,2,5,5,マイネルビスタ,牡6,57,木幡初広,1:46.5,2.1/2,7.0,4.0,470(+2),[東] 稲葉隆一
2,3,2,2,シュヴァイツァー,牡4,57,勝浦正樹,1:46.8,2,9.3,6.0,540(+8),[東] 手塚貴久
3,4,4,4,オースミカイエン,牡3,54,古川吉洋,1:47.4,3.1/2,7.4,5.0,502(0),[西] 山内研二
4,5,7,8,ブロックバスター,牡5,57,小野次郎,1:47.5,クビ,19.8,8.0,484(-4),[東] 尾関知人
5,6,6,6,レッドジール,牡4,57,四位洋文,1:47.5,クビ,2.9,1.0,488(-6),[西] 角居勝彦
6,7,8,10,メイショウデジレ,牡4,57,小島太一,1:47.8,2,52.9,9.0,530(+6),[東] 小島太
7,8,1,1,スマートドラゴン,牡3,53,丸山元気,1:48.0,1,14.1,7.0,482(+8),[西] 大久保龍
8,9,6,7,レオプラズマ,牡5,57,的場勇人,1:48.4,2.1/2,6.5,3.0,496(+6),[東] 的場均
9,10,7,9,ハピネスミユキ,牝4,55,黛弘人,1:52.1,大,81.4,10.0,482(+4),[東] 戸田博文
10,取,3,3,ビバエルフ,牝4,55,荻野琢真,,,---,,計不,[西] 河内洋
