,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,アルドラゴン,牡6,56,藤田伸二,2:04.4,,71.3,5,508(+6),[西] 昆貢
1,2,8,12,ムーンバレイ,牡6,56,吉田稔,2:04.6,3/4,62.8,4,506(-1),[地] 角田輝也
2,3,8,11,ブルーコンコルド,牡7,59,幸英明,2:04.7,1/2,1.3,1,515(-1),[西] 服部利之
3,4,5,6,キクノアロー,牡4,58,岩田康誠,2:04.8,1/2,2.7,2,531(+6),[西] 目野哲也
4,5,7,10,チャンストウライ,牡4,56,下原理,2:05.0,1,103.3,7,509(-2),[地] 寺嶋正勝
5,6,6,7,レイナワルツ,牝7,54,兒島真二,2:05.2,1,86.4,6,526(+9),[地] 瀬戸口悟
6,7,5,5,マサアンビション,牡8,56,戸部尚実,2:05.3,1/2,428.5,10,507(-1),[地] 瀬戸口悟
7,8,6,8,タガノインディー,牡8,56,田中学,2:05.7,2,257.6,9,469(-4),[地] 松尾一幸
8,9,2,2,ビッグドン,牡7,56,岡部誠,2:06.2,2.1/2,213.2,8,440(-9),[地] 服部健一
9,10,3,3,サイレントディール,牡7,57,武豊,2:06.5,1.1/2,9.0,3,523(+10),[西] 池江泰郎
10,11,1,1,スターエルドラード,牡8,56,大畑雅章,2:09.1,大,618.2,11,476(-9),[地] 錦見勇夫
11,12,7,9,セイウンヒノアラシ,牡9,56,大原浩司,2:10.7,8,999.9,12,415(+3),[地] 小森勝政
