,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,センプレフォール,牡5,55,笹川翼,1:41.5,,3.3,1.0,448(+1),[地] 米田英世
1,2,8,14,サダムリスペクト,牡7,57,真島大輔,1:41.8,1.3/4,6.0,2.0,475(-5),[地] 稲益貴弘
2,3,4,7,シェアハッピー,牝5,55,柏木健宏,1:42.4,3,6.2,3.0,493(0),[地] 澤佳宏
3,4,2,2,ツルオカボルト,牡8,57,的場文男,1:42.7,1.3/4,23.7,10.0,526(-2),[地] 久保與造
4,5,8,15,プリサイスキング,牡7,57,達城龍次,1:42.8,1/2,44.3,12.0,521(-2),[地] 高橋清顕
5,6,5,9,ブレーヴマン,牡7,57,町田直希,1:42.9,1/2,14.1,7.0,468(+4),[地] 小久保智
6,7,3,5,キタサンウンゲツ,牡8,57,本田正重,1:43.7,4,115.5,14.0,520(-1),[地] 辻野豊
7,8,1,1,ナンヨーマーク,セ8,57,和田譲治,1:44.0,1.1/2,19.7,9.0,523(-1),[地] 市村誠
8,9,2,3,マイネルジャスト,牡7,55,藤本現暉,1:44.1,1/2,91.0,13.0,483(+2),[地] 阪本一栄
9,10,7,13,オーバーカム,セ6,55,西啓太,1:44.7,3,10.4,6.0,528(+17),[地] 堀千亜樹
10,11,6,11,ブリージーストーム,牡8,57,今野忠成,1:44.8,1/2,9.5,5.0,548(-3),[地] 荒山勝徳
11,12,7,12,サノマル,牡6,55,森泰斗,1:47.1,大,7.7,4.0,521(-2),[地] 朝倉実
12,13,4,6,ベルゼブブ,牡6,57,左海誠二,1:48.2,5,17.2,8.0,501(+22),[地] 小久保智
13,中,5,8,クラキングス,牡5,57,石崎駿,,,32.6,11.0,528(+3),[地] 市村誠
14,取,6,10,ファイヤープリンス,牡8,57,村上忍,,,---,,計不,[地] 小久保智
