,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,6,エースオブタッチ,牡5,53,佐藤博紀,1:40.5,,3.6,2,466(0),[地] 三橋三吉
1,2,4,5,マズルブラスト,牡7,57,戸崎圭太,1:40.8,1.1/2,1.8,1,545(0),[地] 川島正行
2,3,7,12,ポートジェネラル,牡6,57,赤岡修次,1:41.6,4,19.6,5,481(-9),[地] 雑賀正光
3,4,1,1,ガッサンプリンス,牡6,53,今野忠成,1:41.7,1/2,23.0,6,508(0),[地] 安池成実
4,5,3,4,レッドドラゴン,牡5,57,山崎誠士,1:41.7,クビ,48.7,8,485(+9),[地] 堀千亜樹
5,6,8,14,アタゴビッグマン,牡9,57,御神本訓,1:41.8,1/2,207.8,14,519(-7),[地] 雑賀正光
6,7,6,10,ディアヤマト,牡4,55,坂井英光,1:42.0,3/4,55.1,9,515(-1),[地] 月岡健二
7,8,6,9,クールアイバー,牡11,57,森下博,1:42.1,3/4,74.4,10,469(-1),[地] 高柳恒男
8,9,2,2,ヴァイタルシーズ,牡4,55,真島大輔,1:42.5,2,14.5,4,454(-1),[地] 武井栄一
9,10,5,7,ノムラリューオー,牡10,57,菅原勲,1:43.0,2.1/2,175.2,13,523(+2),[地] 石井勝男
10,11,8,13,マルカジーク,牡7,57,和田譲治,1:43.6,3,4.6,3,494(0),[地] 田中康弘
11,12,5,8,グローリーウイナー,牡8,57,酒井忍,1:44.1,2.1/2,119.1,12,519(-7),[地] 川島正一
12,13,7,11,キングオブライヒ,牡6,53,前住和寿,1:44.2,クビ,23.1,7,468(-6),[地] 鬼沢裕充
13,14,3,3,リスキーアフェア,牡7,55,増田充宏,1:45.9,8,82.5,11,518(+12),[地] 内田勝義
