,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,フェアームーラン,牡6,56,渡辺博文,1:56.6,,1.3,1,481(-3),[地] 柳井宏之
1,2,2,2,シルキーハヤテ,牡6,56,池田敏樹,1:57.3,3,18.6,4,442(+5),[地] 末広卓己
2,3,8,9,アポロコマンダー,牡8,56,三村展久,1:57.3,アタマ,5.7,3,488(-4),[地] 渡辺貞夫
3,4,5,5,ファイトオングラス,牡6,56,楢崎功祐,1:57.4,1/2,4.9,2,455(0),[地] 胡本友晴
4,5,4,4,マルサンサイレンス,牝6,54,岡田祥嗣,1:57.5,クビ,21.2,5,468(-8),[地] 弓削和彦
5,6,7,8,ナリタブラック,牡9,56,藤本三郎,1:57.8,1.1/2,63.4,7,487(+2),[地] 徳本慶一
6,7,6,6,ナリタベガ,牡8,56,佐原秀泰,1:58.3,2.1/2,92.9,8,510(-4),[地] 那俄性哲
7,8,8,10,ムサシボー,牡8,56,黒川知弘,1:58.3,ハナ,99.5,10,448(-1),[地] 黒川幹生
8,9,7,7,パルパディア,牡7,56,嬉勝則,1:58.3,ハナ,58.1,6,462(+11),[地] 江口秀博
9,10,1,1,ベルモントストーム,牡10,56,岡崎準,1:58.9,3,92.9,8,480(+2),[地] 黒川幹生
