,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,コウエイブリザード,牝4,52,坂口裕一,1:45.2,,---,10,465(-7),[地] 村上昌幸
1,2,3,3,エルマタドール,牡7,55,村松学,1:45.3,クビ,---,1,450(+8),[地] 菅原右吉
2,3,6,6,ユーコーボス,セ7,55,小林俊彦,1:45.3,ハナ,---,7,502(-15),[地] 小林義明
3,4,5,5,ブルーオスカー,牡6,55,阿部英俊,1:45.3,クビ,---,8,482(-11),[地] 佐々木修
4,5,4,4,ファーストロード,牡4,55,千葉淳志,1:45.5,3/4,---,3,455(+2),[地] 千葉四美
5,6,1,1,ヤマニンディレクト,牡6,55,板垣吉則,1:45.6,1/2,---,6,513(0),[地] 伊藤和
6,7,7,7,ヤマニンシンバル,牝6,53,草地保隆,1:46.1,3,---,4,495(+5),[地] 伊藤和
7,8,2,2,ビートザキャンサー,牝6,53,菅原順,1:46.4,1.1/2,---,5,465(+10),[地] 佐藤敏彦
8,9,8,10,アドマイヤスパーク,セ5,55,菅原勲,1:46.7,1.1/2,---,2,446(+8),[地] 小西重征
9,10,8,9,ジャックハヤブサ,牡4,55,佐々木忍,1:46.9,1.1/4,---,9,410(+12),[地] 桜田勝男
