,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ダンスパフォーマー,牡4,57,矢野貴之,1:53.2,,1.7,1,424(-8),[地] 藤田輝信
1,2,1,1,シンゼンレインボー,牡6,57,柏木健宏,1:54.3,6,7.3,3,545(-1),[地] 秋吉和美
2,3,8,10,スパイア,牡6,55,的場文男,1:54.6,1.1/2,8.2,4,532(-11),[地] 宗形竹見
3,4,4,4,ヴェリーハード,牡9,57,東原悠善,1:54.7,1/2,107.4,9,502(-7),[地] 秋吉和美
4,5,7,8,エイトプリンス,牡7,55,森泰斗,1:54.9,3/4,8.3,5,440(-5),[地] 辻野豊
5,6,6,6,ドゥフトライネン,牡6,57,真島大輔,1:55.2,1.3/4,13.3,6,477(-16),[地] 嶋田幸晴
6,7,7,7,モズブラックアイ,牡6,57,石崎駿,1:56.4,6,6.6,2,502(+5),[地] 矢野義幸
7,8,5,5,トーセンハリケーン,牡4,55,山崎誠士,1:56.4,クビ,38.5,8,504(-5),[地] 小久保智
8,9,3,3,トーセンヤッテキタ,牡8,57,張田昂,1:56.8,2,19.8,7,520(-3),[地] 小久保智
9,10,2,2,スマートルシファー,牡7,55,早田秀治,1:57.2,2,216.5,10,496(-3),[地] 岡野尚光
