,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,シビルウォー,牡4,56,吉田豊,2:32.5,,5.4,2,460(-6),[東] 戸田博文
1,2,6,8,チャイコフスキー,牡4,56,北村宏司,2:32.8,2,10.6,4,530(-6),[東] 藤沢和雄
2,3,8,12,トーセンゴライアス,牡5,57,柴山雄一,2:32.9,クビ,7.4,3,558(+6),[東] 萱野浩二
3,4,7,10,シャインモーメント,牡4,56,安藤勝己,2:33.4,3,1.9,1,486(-4),[西] 飯田雄三
4,5,5,6,ローランウェルズ,牡6,57,後藤浩輝,2:33.8,2.1/2,145.1,12,502(0),[東] 岩戸孝樹
5,6,7,9,アルファオリオン,牡6,57,田中勝春,2:33.9,3/4,17.2,7,464(0),[東] 小島茂之
6,7,8,11,ティンバーセブン,牡5,57,大庭和弥,2:33.9,ハナ,33.7,9,532(0),[東] 小島茂之
7,8,5,5,ヒラボクオウショー,牡5,57,岩田康誠,2:34.1,1.1/4,16.3,6,516(+4),[西] 大久保龍
8,9,2,2,ヤエノアカハチ,牡5,57,内田博幸,2:34.1,クビ,22.5,8,466(+2),[東] 久保田貴
9,10,6,7,メジロアルタイス,牡5,57,小野次郎,2:35.1,6,79.9,11,520(+2),[東] 大久保洋
10,11,4,4,ランキング,牡6,57,福永祐一,2:36.1,6,67.7,10,486(0),[東] 嶋田功
11,12,1,1,デスバラード,牡6,57,武豊,2:36.2,3/4,14.8,5,478(+4),[東] 田村康仁
