,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ビービーグラード,牡2,54,山口竜一,1:14.0,,6.5,4,488(-2),[地] 角川秀樹
1,2,8,9,アゾ,牡2,54,坂下秀樹,1:14.8,4,3.7,2,510(+6),[地] 原孝明
2,3,7,7,バンローズ,牝2,54,佐々木国,1:15.1,1.1/2,5.5,3,454(-2),[地] 高橋司
3,4,5,5,プレティオラス,牡2,54,服部茂史,1:15.6,2.1/2,15.6,6,454(-2),[地] 佐藤英明
4,5,7,8,シャインビューティ,牝2,54,小嶋久輝,1:16.1,2.1/2,34.3,8,418(-4),[地] 谷口常信
5,6,4,4,コスモアルファ,牡2,54,吉田稔,1:17.0,4,2.1,1,500(-2),[地] 林和弘
6,7,8,10,マルゲリータ,牝2,54,川島雅人,1:17.1,3/4,85.2,10,414(-10),[地] 米川伸也
7,8,2,2,イシンデンシン,牝2,54,黒沢愛斗,1:18.1,5,11.1,5,444(-2),[地] 米川昇
8,9,6,6,デベロッパー,牡2,54,井上俊彦,1:20.1,大,21.2,7,446(0),[地] 林和弘
9,中,3,3,デインヒルボス,牡2,54,宮崎光行,,,73.8,9,460(-4),[地] 米川昇
