,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,レッドスパーダ,牡4,56,横山典弘,1:33.0,,3.2,2,538(+6),[東] 藤沢和雄
1,2,1,1,エーシンフォワード,牡5,57,蛯名正義,1:33.0,クビ,2.3,1,478(+2),[西] 西園正都
2,3,4,8,トーセンクラウン,牡6,56,江田照男,1:33.3,1.3/4,24.3,8,478(+6),[東] 菅原泰夫
3,4,5,9,マルタカエンペラー,牡6,56,柴田善臣,1:33.5,1.1/2,24.8,9,458(+4),[東] 清水美波
4,5,3,5,ダンスインザモア,牡8,57,松岡正海,1:33.5,アタマ,15.8,5,510(-2),[東] 相沢郁
5,6,1,2,バトルバニヤン,牡6,57,中舘英二,1:33.6,クビ,29.2,11,492(+6),[西] 池江泰郎
6,7,6,12,リザーブカード,牡7,57,北村宏司,1:33.7,1/2,17.6,6,506(+12),[東] 栗田博憲
7,8,2,4,レジネッタ,牝5,54,後藤浩輝,1:33.9,1.1/2,11.8,3,444(+2),[西] 浅見秀一
8,9,8,15,ショウワモダン,牡6,57,勝浦正樹,1:34.0,クビ,20.7,7,532(+10),[東] 杉浦宏昭
9,10,7,14,マイネルフォーグ,牡6,55,石橋脩,1:34.0,ハナ,98.9,12,466(+4),[西] 宮徹
10,11,3,6,タイガーストーン,牡4,54,戸崎圭太,1:34.0,クビ,25.5,10,510(+8),[西] 坂口正則
11,12,7,13,ファイアーフロート,牡4,55,クラスト,1:34.1,1/2,14.7,4,498(+26),[東] 小笠倫弘
12,13,6,11,アグネストレジャー,牡8,56,吉田隼人,1:34.2,3/4,169.3,14,512(0),[西] 長浜博之
13,14,2,3,スピードタッチ,牡7,56,熊沢重文,1:34.4,3/4,198.4,15,526(+4),[西] 崎山博樹
14,15,8,16,ゼットフラッシュ,牡7,56,武士沢友,1:34.6,1.1/4,227.6,16,506(-4),[西] 山内研二
15,16,5,10,クリーン,牡6,56,田中勝春,1:35.5,5,162.3,13,608(+6),[西] 音無秀孝
