,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,クリノフウジン,牡8,56,赤岡修次,1:29.7,,2.9,2,517(+3),[地] 田中守
1,2,5,5,エイシンオーディン,牡6,53,濱尚美,1:29.9,1,190.7,10,480(0),[地] 胡本友晴
2,3,4,4,コウエイブレイヴ,牡4,56,塚本雄大,1:30.0,1/2,1.6,1,490(-3),[地] 目迫大輔
3,4,8,9,クラウンクラシック,牡7,56,倉兼育康,1:30.6,3,24.0,4,501(-2),[地] 那俄性哲
4,5,8,10,バンクショット,牡6,56,上田将司,1:30.8,1,6.6,3,465(-4),[地] 国澤輝幸
5,6,7,7,モンサンフィエール,牡7,56,林謙佑,1:30.9,クビ,35.9,6,470(+5),[地] 松木啓助
6,7,2,2,ユピテルルークス,セ5,56,多田羅誠,1:31.1,1,24.5,5,493(-2),[地] 工藤真司
7,8,6,6,ドライヴナイト,セ9,56,岡村卓弥,1:31.4,1.1/2,113.9,8,497(-3),[地] 雑賀正光
8,9,1,1,カドフィール,牡5,56,山崎雅由,1:31.9,2.1/2,48.4,7,460(-7),[地] 目迫大輔
9,10,3,3,メンターモード,セ8,56,郷間勇太,1:32.7,4,133.7,9,486(-1),[地] 宮川浩一
