,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,オレンジベル,牝3,53,国信満,1:39.3,,---,1,460(-10),[地] 堂山芳則
1,2,4,4,オンユアマーク,牡3,53,川島雅人,1:39.4,クビ,---,4,488(+8),[地] 成田春男
2,3,8,12,ビジュウノワール,牝3,53,五十嵐冬,1:39.8,2,---,2,408(+2),[地] 桑原義光
3,4,7,9,ミレニアムベル,牝3,52,小林靖幸,1:41.5,8,---,7,384(0),[地] 広森久雄
4,5,2,2,ラブスズラン,牝3,53,千葉津代,1:41.6,1/2,---,6,444(-2),[地] 恵多谷豊
5,6,3,3,リードチヤンピオン,牡3,53,山田和久,1:41.9,1.1/2,---,10,486(-2),[地] 原孝明
6,7,6,7,フラッシュロード,牝3,53,桜井拓章,1:43.2,6,---,8,428(-2),[地] 田中正二
7,8,5,6,ビックレモン,牝3,53,渋谷裕喜,1:43.3,1/2,---,11,468(+20),[地] 田部和則
8,9,7,10,エフピーケンコー,牝3,53,井上俊彦,1:44.2,4,---,9,448(+8),[地] 高橋司
9,10,6,8,ストロングホース,牡3,53,川島洋人,1:44.9,3,---,3,518(-4),[地] 鈴木英二
10,11,5,5,マツノベストオー,牡3,53,米川昇,1:45.7,4,---,5,508(+22),[地] 田中正二
11,12,8,11,コトブキダンサー,牡3,53,長山光則,1:47.8,大,---,12,434(+2),[地] 楠克美
