,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ランニングマン,牡2,54,服部茂史,1:14.9,,8.3,4,452(-2),[地] 田中淳司
1,2,5,5,ヒガシウィルウィン,牡2,54,阿部龍,1:14.9,アタマ,3.0,2,430(0),[地] 角川秀樹
2,3,8,10,ルックフォワード,牝2,54,石川倭,1:16.8,9,4.0,3,436(+2),[地] 川島洋人
3,4,8,9,シュガータイム,牡2,54,佐々木国,1:17.2,2,15.2,5,472(+6),[地] 若松平
4,5,3,3,プティソレイユ,牝2,54,松井伸也,1:17.3,クビ,43.6,6,398(-8),[地] 斉藤正弘
5,6,1,1,ヘイジュード,牡2,54,五十嵐冬,1:17.4,1/2,2.2,1,510(-4),[地] 堂山芳則
6,7,6,6,トキメキロマンス,牝2,54,岩橋勇二,1:17.7,1.1/2,273.6,8,452(+4),[地] 小野望
7,8,7,8,ヤコウレッシャ,牡2,54,宮崎光行,1:17.8,クビ,61.1,7,478(+4),[地] 松本隆宏
8,9,7,7,シナノサマー,牡2,54,桑村真明,1:18.7,4,453.6,9,434(+8),[地] 小国博行
9,10,2,2,ミノリレディー,牝2,54,水野翔,1:20.9,大,453.6,9,404(-12),[地] 北川數男
