,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,タイムパラドックス,牡4,57,高田潤,1:44.8,,2.6,1,448(-8),[西] 松田博資
1,2,2,4,エクセシヴワード,牡5,56,小林久晃,1:45.9,7,9.9,5,508(+14),[東] 高市圭二
2,3,4,8,コンドルシチー,牡6,56,武英智,1:45.9,ハナ,24.6,9,506(-4),[西] 田中章博
3,4,5,9,スライストップ,牡3,55,中舘英二,1:46.0,3/4,5.3,2,488(+4),[東] 中野隆良
4,5,7,14,アグネスブレイブ,牡3,55,佐藤哲三,1:46.1,3/4,8.4,4,462(-2),[西] 長浜博之
5,6,4,7,サンクールウイナー,牡6,56,橋本広喜,1:46.7,3.1/2,7.5,3,494(-8),[西] 福島信晴
6,7,8,16,ワイルドバンチ,牡4,57,小池隆生,1:47.0,1.3/4,36.4,11,474(+10),[西] 作田誠二
7,8,2,3,ユーセイプライム,牡4,57,柴原央明,1:47.1,クビ,16.4,7,504(0),[西] 音無秀孝
8,9,3,6,ヤマニンアプソリュ,牡3,55,野元昭嘉,1:47.2,3/4,74.8,13,538(0),[西] 浅見秀一
9,10,1,1,ロンリーウルフ,牡5,56,橋本美純,1:47.2,ハナ,25.0,10,472(+4),[西] 松田博資
10,11,7,13,レッドアドミラル,牡3,55,高橋亮,1:47.5,2,74.8,14,494(-2),[西] 角居勝彦
11,12,3,5,シロキタティターン,牡7,56,横山賀一,1:48.3,5,78.0,15,480(+2),[西] 加藤敬二
12,13,8,15,ショーストッパー,牡4,57,菅谷正巳,1:48.4,3/4,15.6,6,498(-2),[西] 武田博
13,14,1,2,ロードキグナス,牡5,56,嘉藤貴行,1:48.9,3,22.4,8,460(-12),[東] 田中清隆
14,15,6,12,スルーカルテット,牡5,56,鹿戸雄一,1:49.5,3.1/2,68.4,12,544(+2),[東] 飯塚好次
15,中,5,10,ハイパーキッド,牡6,56,芹沢純一,,,122.4,16,532(-6),[西] 鹿戸幸治
