,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,クリノスターオー,牡4,56,幸英明,1:56.6,,74.9,12,532(+6),[西] 高橋義忠
1,2,3,6,ソロル,牡4,57,松山弘平,1:56.7,1/2,22.2,7,492(+6),[西] 中竹和也
2,3,8,16,ワイルドフラッパー,牝5,55,福永祐一,1:56.9,1.1/4,9.5,4,512(+2),[西] 松田国英
3,4,7,13,ジェベルムーサ,牡4,56,田辺裕信,1:56.9,クビ,4.4,2,550(-4),[東] 大竹正博
4,5,2,3,ナムラビクター,牡5,57,小牧太,1:56.9,アタマ,2.2,1,526(+2),[西] 福島信晴
5,6,6,11,ナイスミーチュー,牡7,56,太宰啓介,1:57.0,1/2,62.9,11,510(-6),[西] 橋口弘次
6,7,7,14,グランプリブラッド,牡5,56,松田大作,1:57.1,クビ,30.0,8,434(-6),[西] 矢作芳人
7,8,6,12,ドコフクカゼ,牡4,56,川田将雅,1:57.1,アタマ,17.9,6,512(+4),[西] 友道康夫
8,9,4,7,メイショウコロンボ,牡5,56,武幸四郎,1:57.2,1/2,46.1,9,480(+8),[西] 角田晃一
9,10,5,9,トウショウフリーク,牡7,56,武豊,1:57.3,1/2,5.7,3,486(0),[西] 今野貞一
10,11,1,1,クリールパッション,牡9,56,藤岡佑介,1:57.6,1.3/4,384.1,16,476(-2),[東] 相沢郁
11,12,3,5,クリノヒマラヤオー,牡4,56,浜中俊,1:57.7,3/4,87.3,13,490(0),[西] 荒川義之
12,13,2,4,ファイヤー,牡6,56,北村友一,1:57.8,クビ,221.2,15,512(-8),[西] 本田優
13,14,4,8,グランドシチー,牡7,56,岩田康誠,1:58.0,1.1/4,15.6,5,490(+4),[東] 相沢郁
14,15,1,2,ラガートモヒーロ,牡5,56,藤田伸二,1:58.0,クビ,54.1,10,460(0),[西] 柴田政見
15,16,8,15,ヒルノマドリード,牡5,56,四位洋文,1:59.3,8,138.9,14,518(-2),[西] 昆貢
