,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,フサイチバルドル,セ9,57,赤岡修次,1:22.9,,1.6,1,485(-7),[地] 田中守
1,2,7,7,スパイナルコード,牡6,57,西川敏弘,1:23.7,4,2.6,2,466(+3),[地] 大関吉明
2,3,3,3,グランシング,牡4,57,中西達也,1:23.8,クビ,13.4,5,521(-1),[地] 炭田健二
3,4,4,4,スピリットアイズ,牝5,55,上田将司,1:24.9,5,82.4,8,428(-2),[地] 雑賀秀介
4,5,7,8,ロマンタッチ,牡8,57,別府真衣,1:25.1,1,53.1,6,460(-4),[地] 打越初男
5,6,6,6,ゲットクール,牡8,57,西森将司,1:25.1,ハナ,161.4,10,495(-4),[地] 別府真司
6,7,2,2,オリジナルステップ,牡10,57,宮川実,1:25.2,1/2,65.1,7,452(+2),[地] 打越初男
7,8,8,10,アースクエイク,セ11,57,高橋利幸,1:25.6,2,12.9,4,481(+1),[地] 田中守
8,9,1,1,サウロビスティー,牝4,55,永森大智,1:25.8,3/4,10.5,3,455(-6),[地] 田中守
9,10,5,5,ウィザードブラスト,牡5,57,倉兼育康,1:26.6,4,89.7,9,481(-3),[地] 松木啓助
