,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ブルーブライアン,牡4,55,的場文男,1:25.5,,---,2,490(-2),[地] 山藤統宏
1,2,5,7,ハローシャンハイ,牡4,55,石崎隆之,1:25.6,1/2,---,1,501(-2),[地] 荒居貴美
2,3,4,5,ウエノマルクン,牡4,55,鈴木啓之,1:26.1,2.1/2,---,5,438(-4),[地] 岡部盛雄
3,4,5,6,コウギョウタイム,牡5,55,坂井英光,1:26.4,1.1/2,---,7,493(+3),[地] 鶴田憲吉
4,5,7,11,ヤマニンデューク,牡6,55,内田博幸,1:26.5,1/2,---,3,476(+3),[地] 佐藤寿
5,6,8,13,アルスパルパドー,牡4,55,早田秀治,1:26.6,クビ,---,8,488(-1),[地] 飯野文明
6,7,6,9,ブルーオオマサ,牡5,55,山田信大,1:27.0,2,---,10,491(-4),[地] 大山一男
7,8,6,8,スピードスコール,牡6,55,森下博,1:27.1,3/4,---,11,471(-4),[地] 竹山隆
8,9,7,10,アミダラ,牝6,53,張田京,1:27.2,1/2,---,4,464(+2),[地] 村上頼章
9,10,2,2,シンボリモンソー,牡7,54,柏木健宏,1:27.8,3,---,12,456(-26),[地] 大山二三
10,11,8,12,ドラールブライトン,牡5,55,市村誠,1:27.9,クビ,---,9,456(+6),[地] 赤間清松
11,12,4,4,イチコウバクシンオ,牡5,52,有年淳,1:28.9,5,---,6,511(+6),[地] 矢作和人
12,除,3,3,ベルグライアン,牡6,55,宮崎乾司,,,---,0,543(-5),[地] 森谷良臣
