,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,コパノジャッキー,牡5,57,森泰斗,1:39.7,,1.9,1,492(+9),[地] 荒山勝徳
1,2,4,7,ダノンレジーナ,牝4,55,本橋孝太,1:39.9,1,3.0,2,478(-9),[地] 小久保智
2,3,5,9,ナムラアッパレ,牡5,55,藤本現暉,1:40.9,5,15.8,4,488(-3),[地] 田中正人
3,4,2,4,メンターモード,牡6,57,笹川翼,1:41.0,1/2,19.6,6,521(-1),[地] 荒山勝徳
4,5,7,14,イリオン,牡5,57,山崎誠士,1:41.2,1.1/4,18.1,5,452(-6),[地] 渡辺貴光
5,6,1,2,キャッスルクラウン,牡6,57,繁田健一,1:41.2,ハナ,82.3,13,463(-2),[地] 渋谷信博
6,7,8,16,フォルベルス,牡4,57,安藤洋一,1:41.3,3/4,76.4,11,500(+2),[地] 市村誠
7,8,8,15,ゴールデンブレイヴ,牡7,57,的場文男,1:41.6,1.1/2,33.4,8,496(-5),[地] 藤田輝信
8,9,2,3,トーセンエターナル,牡5,57,御神本訓,1:42.2,3,12.1,3,483(+2),[地] 橋本和馬
9,10,7,13,ロイヤルビクトリー,牝4,55,川島正太,1:42.5,1.1/2,237.7,16,452(-2),[地] 三坂盛雄
10,11,6,12,ヤマショウブラック,牡4,57,西啓太,1:42.6,1/2,63.3,9,490(-4),[地] 堀千亜樹
11,12,3,6,ミヤジフランガン,牡5,57,町田直希,1:42.6,クビ,27.1,7,480(+9),[地] 三坂盛雄
12,13,6,11,ニーマルサンデー,牡6,57,石崎駿,1:43.2,3,77.4,12,474(-3),[地] 立花伸
13,14,1,1,ハナレイ,牡4,55,福原杏,1:43.3,クビ,88.7,14,502(+5),[地] 蛯名雄太
14,15,3,5,マイネルジャスト,牡8,57,和田譲治,1:44.0,3.1/2,165.2,15,485(+2),[地] 阪本一栄
15,16,4,8,オブリゲーション,牡7,57,桑村真明,1:45.6,8,64.9,10,468(+6),[地] 須田和伸
