,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ピースオブラヴ,牝4,54,坂下秀樹,1:41.9,,2.6,1.0,440(+4),[地] 原孝明
1,2,7,7,カラッチオラ,牡5,56,五十嵐冬,1:42.5,3,28.9,6.0,470(+2),[西] 岡田稲男
2,3,2,2,クラシックムード,牡3,56,中舘英二,1:42.8,1.1/2,2.7,2.0,458(-12),[東] 杉浦宏昭
3,4,3,3,インヴァリッド,牡5,56,小国博行,1:42.9,1/2,33.6,7.0,536(+8),[地] 村上正和
4,4,8,10,スズカイーグル,牡3,56,川島洋人,1:42.9,同着,9.8,4.0,510(+2),[東] 伊藤圭三
5,6,7,8,コンテ,牡3,56,小野望,1:42.9,クビ,10.2,5.0,452(+2),[地] 角川秀樹
6,7,1,1,ジョウノマイボーイ,牡4,56,山口竜一,1:43.3,2,3.4,3.0,468(+4),[地] 佐久間雅
7,8,8,9,アドライナー,牡9,56,菊沢隆徳,1:44.6,6,81.5,9.0,472(+8),[東] 小桧山悟
8,9,6,6,クレヨン,牝3,54,宮崎光行,1:46.2,8,67.1,8.0,476(-2),[東] 小桧山悟
9,取,4,4,フレンチウォリアー,牡3,56,藤田伸二,,,---,,計不,[東] 加藤征弘
