,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,11,ファクター,牡5,56,矢野貴之,1:41.8,,5.6,3,465(-3),[地] 藤田輝信
1,2,2,2,ハッチャンハッピー,牝5,54,和田譲治,1:42.3,2.1/2,35.5,9,474(0),[地] 水野貴史
2,3,3,4,エイシンルジーナ,牝4,54,御神本訓,1:42.8,2.1/2,2.5,1,518(+5),[地] 荒山勝徳
3,4,4,5,グランジャー,セ5,56,笹川翼,1:43.3,2.1/2,3.2,2,521(-5),[地] 米田英世
4,5,5,8,モンサンデューン,牡8,56,的場文男,1:43.3,クビ,13.2,5,474(-4),[地] 宗形竹見
5,6,8,13,トゥモローウィング,牡7,56,藤江渉,1:43.5,3/4,90.7,12,488(0),[地] 平山真希
6,7,3,3,シゲルジダイマツリ,牡6,56,加藤和博,1:43.5,クビ,10.2,4,501(-2),[地] 堀江仁
7,8,7,12,ウインプライズ,牡8,56,瀧川寿希,1:43.9,2,19.2,6,463(+1),[地] 三坂盛雄
8,9,6,9,サプールコンゴ,牡5,56,今野忠成,1:44.2,1.1/2,110.5,13,467(+5),[地] 渡部則夫
9,10,4,6,ティーズブラッド,牡5,56,町田直希,1:44.4,1.1/4,27.7,7,554(+2),[地] 嶋田幸晴
10,11,6,10,キタサンシンゲキ,牡7,56,酒井忍,1:44.7,1.1/2,70.3,10,483(+2),[地] 辻野豊
11,12,1,1,トーセンスパンキー,牡6,56,楢崎功祐,1:44.8,クビ,134.5,14,518(+1),[地] 秋吉和美
12,13,5,7,エリュシオン,牡5,56,戸崎圭太,1:44.9,クビ,33.1,8,459(+7),[地] 月岡健二
13,14,8,14,スカイムーヴァー,牡5,56,上田健人,1:46.2,6,83.8,11,482(+6),[地] 久保杉隆
