,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,13,マホウジン,牡3,56,楢崎功祐,1:43.3,,4.1,2,481(0),[地] 納谷和玖
1,2,6,10,エリュシオン,牡3,56,坂井英光,1:44.1,4,5.4,3,450(+5),[地] 月岡健二
2,3,5,8,サンドプラチナ,牡3,56,矢野貴之,1:44.2,1/2,33.1,10,502(-3),[地] 市村誠
3,4,4,5,ポッドシルビア,牝3,54,和田譲治,1:44.4,1,33.6,11,440(+2),[地] 朝倉実
4,5,7,12,コルディリエーラ,牝3,54,中野省吾,1:44.7,1.1/2,28.1,8,423(+2),[地] 高橋清顕
5,6,4,6,フォートカルガリー,牡3,56,早田功駿,1:44.7,クビ,31.5,9,465(-3),[地] 赤嶺本浩
6,7,5,7,ジャストゥラヴ,牝3,54,本橋孝太,1:44.9,1,11.7,5,416(0),[地] 森下淳平
7,8,3,4,モリデンサンバ,牝3,54,笹川翼,1:44.9,クビ,3.2,1,499(-2),[地] 鈴木啓之
8,9,7,11,ジャスティス,牡3,56,吉原寛人,1:45.2,1.1/2,15.7,7,464(+1),[地] 辻野豊
9,10,1,1,ツルマルキングオー,牡3,56,柏木健宏,1:45.3,クビ,14.7,6,491(+1),[地] 堀千亜樹
10,11,8,14,ブレイブブロッサム,牡3,56,石川駿介,1:45.6,1.1/2,59.5,13,467(+5),[地] 嶋田幸晴
11,12,2,2,ジッパディドゥダー,牡3,56,山崎誠士,1:46.1,2.1/2,125.0,14,447(-4),[地] 渡辺和雄
12,13,6,9,サカベンタロー,牡3,56,赤嶺亮,1:46.2,3/4,41.9,12,484(+2),[地] 赤嶺本浩
13,14,3,3,ノープロブレム,セ3,56,的場文男,1:46.8,3,7.5,4,510(0),[地] 藤田輝信
